<doc id="bv_doc_id__30" attrs="word lemma type">
II	bv_doc_id__30_d21e395
Kirche	bv_doc_id__30_d21e4095
<g/>
;	
die	bv_doc_id__30_d21e4099
Errichtung	bv_doc_id__30_d21e4101
und	bv_doc_id__30_d21e4103
Erhaltung	bv_doc_id__30_d21e4106
von	bv_doc_id__30_d21e4108
mittleren	bv_doc_id__30_d21e4110
und	bv_doc_id__30_d21e4112
niederen	bv_doc_id__30_d21e4114
Unterrichtsanstalten	bv_doc_id__30_d21e4116
<g/>
;	
den	bv_doc_id__30_d21e4121
Privatunter	bv_doc_id__30_d21e4123
richt	bv_doc_id__30_d21e4125
und	bv_doc_id__30_d21e4127
das	bv_doc_id__30_d21e4129
Privatschulwesen	bv_doc_id__30_d21e4132
<g/>
;	
das	bv_doc_id__30_d21e4136
Volksbildungs=	bv_doc_id__30_d21e4138
wesen	bv_doc_id__30_d21e4140
<g/>
;	
3.	bv_doc_id__30_d21e4150
das	bv_doc_id__30_d21e4153
Armenwesen	bv_doc_id__30_d21e4155
<g/>
;	
die	bv_doc_id__30_d21e4159
Bevölkerungspolitik	bv_doc_id__30_d21e4162
die	bv_doc_id__30_d21e4164
Mutterschafts=	bv_doc_id__30_d21e4166
<g/>
,	
Säuglings=	bv_doc_id__30_d21e4170
und	bv_doc_id__30_d21e4172
Jugendfürsorge	bv_doc_id__30_d21e4175
das	bv_doc_id__30_d21e4177
Heil=	bv_doc_id__30_d21e4179
und	bv_doc_id__30_d21e4181
Pflegeanstaltenwesen	bv_doc_id__30_d21e4183
einschließlich	bv_doc_id__30_d21e4185
der	bv_doc_id__30_d21e4188
Ambularien	bv_doc_id__30_d21e4190
<g/>
;	
die	bv_doc_id__30_d21e4194
Ausgrabung	bv_doc_id__30_d21e4196
und	bv_doc_id__30_d21e4198
Überführung	bv_doc_id__30_d21e4201
von	bv_doc_id__30_d21e4203
Leichen	bv_doc_id__30_d21e4205
<g/>
.	
3.	bv_doc_id__30_d21e4150
4.	bv_doc_id__30_d21e4214
die	bv_doc_id__30_d21e4217
Einrichtungen	bv_doc_id__30_d21e4219
zum	bv_doc_id__30_d21e4221
Schutze	bv_doc_id__30_d21e4223
der	bv_doc_id__30_d21e4226
Gesellschaft	bv_doc_id__30_d21e4228
gegen	bv_doc_id__30_d21e4230
verbrecherische	bv_doc_id__30_d21e4232
<g/>
,	
verwahrlofte	bv_doc_id__30_d21e4236
oder	bv_doc_id__30_d21e4239
sonst	bv_doc_id__30_d21e4241
gefährliche	bv_doc_id__30_d21e4243
Personen	bv_doc_id__30_d21e4245
<g/>
,	
wie	bv_doc_id__30_d21e4249
Zwangsarbeits=	bv_doc_id__30_d21e4252
und	bv_doc_id__30_d21e4254
ähnliche	bv_doc_id__30_d21e4256
Anstalten	bv_doc_id__30_d21e4258
<g/>
;	
die	bv_doc_id__30_d21e4262
Abschiebung	bv_doc_id__30_d21e4265
<g/>
,	
und	bv_doc_id__30_d21e4269
Abschaffung	bv_doc_id__30_d21e4271
aus	bv_doc_id__30_d21e4273
einem	bv_doc_id__30_d21e4275
in	bv_doc_id__30_d21e4278
ein	bv_doc_id__30_d21e4280
anderes	bv_doc_id__30_d21e4282
Land	bv_doc_id__30_d21e4284
<g/>
;	
4.	bv_doc_id__30_d21e4214
<g/>
/:	
Nähere	bv_doc_id__30_d21e4293
Stellungnahme	bv_doc_id__30_d21e4295
vorbe	bv_doc_id__30_d21e4297
halten	bv_doc_id__30_d21e4299
<g/>
:/	
*	bv_doc_id__30_d21e4304
die	bv_doc_id__30_d21e4306
betriebstechnischen	bv_doc_id__30_d21e4308
Vorschrift	bv_doc_id__30_d21e4310
ten	bv_doc_id__30_d21e4312
beim	bv_doc_id__30_d21e4315
**	bv_doc_id__30_d21e4317
die	bv_doc_id__30_d21e4319
Ausbildung	bv_doc_id__30_d21e4321
<g/>
,	
Fortbildung	bv_doc_id__30_d21e4325
und	bv_doc_id__30_d21e4328
Berufsausübung	bv_doc_id__30_d21e4330
von	bv_doc_id__30_d21e4332
Heilpersonen	bv_doc_id__30_d21e4334
<g/>
;	
das	bv_doc_id__30_d21e4338
Heilmittelwesen	bv_doc_id__30_d21e4341
<g/>
;	
#	bv_doc_id__30_d21e4345
Artikel	bv_doc_id__30_d21e4347
1	bv_doc_id__30_d21e4349
i	bv_doc_id__30_d21e4351
a	bv_doc_id__30_d21e4354
<g/>
[?]	
***	bv_doc_id__30_d21e4358
allgemein	bv_doc_id__30_d21e4360
6	bv_doc_id__30_d21e4364
*	bv_doc_id__30_d21e4369
sowie	bv_doc_id__30_d21e4371
das	bv_doc_id__30_d21e4373
Sozialversicherungswesen	bv_doc_id__30_d21e4375
<g/>
,	
**	bv_doc_id__30_d21e4380
das	bv_doc_id__30_d21e4382
Wasserrecht	bv_doc_id__30_d21e4384
und	bv_doc_id__30_d21e4386
das	bv_doc_id__30_d21e4388
Elektrizitätswesen	bv_doc_id__30_d21e4390
<g/>
;	
***	bv_doc_id__30_d21e4395
jener	bv_doc_id__30_d21e4397
Angestellten	bv_doc_id__30_d21e4399
des	bv_doc_id__30_d21e4401
Landes	bv_doc_id__30_d21e4403
<g/>
,	
die	bv_doc_id__30_d21e4408
behördliche	bv_doc_id__30_d21e4410
Aufgaben	bv_doc_id__30_d21e4412
<g/>
(	
2	bv_doc_id__30_d21e4421
<g/>
)	
Soferne	bv_doc_id__30_d21e4426
in	bv_doc_id__30_d21e4428
Angelegenheiten	bv_doc_id__30_d21e4430
der	bv_doc_id__30_d21e4432
Artikel	bv_doc_id__30_d21e4435
11	bv_doc_id__30_d21e4437
und	bv_doc_id__30_d21e4439
12	bv_doc_id__30_d21e4441
im	bv_doc_id__30_d21e4443
Akt	bv_doc_id__30_d21e4445
der	bv_doc_id__30_d21e4448
vollziehenden	bv_doc_id__30_d21e4450
Gevalt	bv_doc_id__30_d21e4452
für	bv_doc_id__30_d21e4454
mehrere	bv_doc_id__30_d21e4456
Länder	bv_doc_id__30_d21e4458
Rechtswirksamkeit	bv_doc_id__30_d21e4461
äus	bv_doc_id__30_d21e4463
sern	bv_doc_id__30_d21e4465
soll	bv_doc_id__30_d21e4467
<g/>
,	
geht	bv_doc_id__30_d21e4471
die	bv_doc_id__30_d21e4474
Zuständigkeit	bv_doc_id__30_d21e4476
für	bv_doc_id__30_d21e4478
diesen	bv_doc_id__30_d21e4480
Vollzugsakt	bv_doc_id__30_d21e4482
<g/>
,	
wenn	bv_doc_id__30_d21e4487
die	bv_doc_id__30_d21e4489
beteiligten	bv_doc_id__30_d21e4491
Länder	bv_doc_id__30_d21e4493
sich	bv_doc_id__30_d21e4495
nicht	bv_doc_id__30_d21e4497
selbst	bv_doc_id__30_d21e4500
einigen	bv_doc_id__30_d21e4502
<g/>
,	
auf	bv_doc_id__30_d21e4506
den	bv_doc_id__30_d21e4508
Bund	bv_doc_id__30_d21e4510
über	bv_doc_id__30_d21e4513
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e4421
<g/>
)	
<g/>
(	
3	bv_doc_id__30_d21e4524
<g/>
)	
Die	bv_doc_id__30_d21e4529
auf	bv_doc_id__30_d21e4531
Grund	bv_doc_id__30_d21e4533
der	bv_doc_id__30_d21e4535
Artikel	bv_doc_id__30_d21e4538
<g/>
(	
3	bv_doc_id__30_d21e4524
<g/>
)	
11	bv_doc_id__30_d21e4546
und	bv_doc_id__30_d21e4549
12	bv_doc_id__30_d21e4551
zu	bv_doc_id__30_d21e4553
erlassenden	bv_doc_id__30_d21e4555
Bundesgesetze	bv_doc_id__30_d21e4558
haben	bv_doc_id__30_d21e4560
vorzusehen	bv_doc_id__30_d21e4562
<g/>
,	
ob	bv_doc_id__30_d21e4566
und	bv_doc_id__30_d21e4568
inwieferne	bv_doc_id__30_d21e4571
über	bv_doc_id__30_d21e4573
Antrag	bv_doc_id__30_d21e4575
einer	bv_doc_id__30_d21e4577
beteiligten	bv_doc_id__30_d21e4579
Landesregierung	bv_doc_id__30_d21e4581
der	bv_doc_id__30_d21e4584
Vollzug	bv_doc_id__30_d21e4586
auf	bv_doc_id__30_d21e4588
den	bv_doc_id__30_d21e4590
Bund	bv_doc_id__30_d21e4592
übergeht	bv_doc_id__30_d21e4594
<g/>
,	
wenn	bv_doc_id__30_d21e4599
ein	bv_doc_id__30_d21e4601
Akt	bv_doc_id__30_d21e4603
der	bv_doc_id__30_d21e4605
vollziehenden	bv_doc_id__30_d21e4607
Gewalt	bv_doc_id__30_d21e4610
eines	bv_doc_id__30_d21e4612
Landes	bv_doc_id__30_d21e4614
Rückwirkungen	bv_doc_id__30_d21e4616
auf	bv_doc_id__30_d21e4618
ein	bv_doc_id__30_d21e4620
anderes	bv_doc_id__30_d21e4623
11	bv_doc_id__30_d21e4546
Land	bv_doc_id__30_d21e4628
zu	bv_doc_id__30_d21e4630
äußern	bv_doc_id__30_d21e4632
geeignet	bv_doc_id__30_d21e4634
ist	bv_doc_id__30_d21e4636
<g/>
,	
soferne	bv_doc_id__30_d21e4641
sich	bv_doc_id__30_d21e4643
die	bv_doc_id__30_d21e4645
beteiligten	bv_doc_id__30_d21e4647
Länder	bv_doc_id__30_d21e4649
nicht	bv_doc_id__30_d21e4652
einigen	bv_doc_id__30_d21e4654
können	bv_doc_id__30_d21e4656
<g/>
.	
4	bv_doc_id__30_d21e4665
<g/>
)	
In	bv_doc_id__30_d21e4670
jenen	bv_doc_id__30_d21e4672
Angelegenheiten	bv_doc_id__30_d21e4674
<g/>
,	
die	bv_doc_id__30_d21e4679
nach	bv_doc_id__30_d21e4681
Artikel	bv_doc_id__30_d21e4683
11	bv_doc_id__30_d21e4685
und	bv_doc_id__30_d21e4687
12	bv_doc_id__30_d21e4689
zur	bv_doc_id__30_d21e4692
Gänze	bv_doc_id__30_d21e4694
oder	bv_doc_id__30_d21e4696
der	bv_doc_id__30_d21e4698
Regelung	bv_doc_id__30_d21e4700
der	bv_doc_id__30_d21e4702
Grundsätze	bv_doc_id__30_d21e4705
nach	bv_doc_id__30_d21e4707
der	bv_doc_id__30_d21e4709
Bundesgesetzgebung	bv_doc_id__30_d21e4711
vorbehalten	bv_doc_id__30_d21e4713
sind	bv_doc_id__30_d21e4715
<g/>
,	
steht	bv_doc_id__30_d21e4720
dem	bv_doc_id__30_d21e4722
Bunde	bv_doc_id__30_d21e4724
das	bv_doc_id__30_d21e4726
Recht	bv_doc_id__30_d21e4728
zu	bv_doc_id__30_d21e4731
<g/>
,	
die	bv_doc_id__30_d21e4735
Einhaltung	bv_doc_id__30_d21e4737
der	bv_doc_id__30_d21e4739
von	bv_doc_id__30_d21e4741
ihm	bv_doc_id__30_d21e4744
erlassenen	bv_doc_id__30_d21e4746
Vorschriften	bv_doc_id__30_d21e4748
wahrzuneh	bv_doc_id__30_d21e4750
men	bv_doc_id__30_d21e4752
<g/>
.	
4	bv_doc_id__30_d21e4665
<g/>
)	
1	bv_doc_id__30_d21e4761
<g/>
(	
6	bv_doc_id__30_d21e4765
<g/>
)	
Bundesrecht	bv_doc_id__30_d21e4770
bricht	bv_doc_id__30_d21e4772
Landesrecht	bv_doc_id__30_d21e4774
1	bv_doc_id__30_d21e4761
<g/>
(	
6	bv_doc_id__30_d21e4765
<g/>
)	
5.	bv_doc_id__30_d21e4781
die	bv_doc_id__30_d21e4784
öffentlichen	bv_doc_id__30_d21e4786
Einrichtungen	bv_doc_id__30_d21e4788
zur	bv_doc_id__30_d21e4790
außergerichtlichen	bv_doc_id__30_d21e4793
Vermittlung	bv_doc_id__30_d21e4795
von	bv_doc_id__30_d21e4797
Streitigkeiten	bv_doc_id__30_d21e4799
<g/>
;	
5.	bv_doc_id__30_d21e4781
6.	bv_doc_id__30_d21e4808
dasArbeiterrecht	bv_doc_id__30_d21e4811
und	bv_doc_id__30_d21e4813
den	bv_doc_id__30_d21e4815
Arbeiter	bv_doc_id__30_d21e4817
und	bv_doc_id__30_d21e4820
Angestelltenschutz	bv_doc_id__30_d21e4822
<g/>
,	
*	bv_doc_id__30_d21e4826
soweit	bv_doc_id__30_d21e4828
es	bv_doc_id__30_d21e4830
sich	bv_doc_id__30_d21e4833
um	bv_doc_id__30_d21e4835
land=	bv_doc_id__30_d21e4837
und	bv_doc_id__30_d21e4839
forstwirtschaftliche	bv_doc_id__30_d21e4841
Arbeiter	bv_doc_id__30_d21e4843
und	bv_doc_id__30_d21e4846
Angestellte	bv_doc_id__30_d21e4848
handelt	bv_doc_id__30_d21e4850
<g/>
;	
6.	bv_doc_id__30_d21e4808
7.	bv_doc_id__30_d21e4860
die	bv_doc_id__30_d21e4863
beruflichen	bv_doc_id__30_d21e4865
Vertretungen	bv_doc_id__30_d21e4867
auf	bv_doc_id__30_d21e4869
land	bv_doc_id__30_d21e4872
und	bv_doc_id__30_d21e4879
forstwirtschaftlichem	bv_doc_id__30_d21e4881
Gebiete	bv_doc_id__30_d21e4883
<g/>
;	
7.	bv_doc_id__30_d21e4860
8.	bv_doc_id__30_d21e4892
**die	bv_doc_id__30_d21e4895
Bodenreform	bv_doc_id__30_d21e4897
<g/>
(	
agrarische	bv_doc_id__30_d21e4901
Operationen	bv_doc_id__30_d21e4904
<g/>
,	
Wiederbesiedlung	bv_doc_id__30_d21e4908
usw	bv_doc_id__30_d21e4910
<g/>
.)	
und	bv_doc_id__30_d21e4914
die	bv_doc_id__30_d21e4917
Bodenentschuldung	bv_doc_id__30_d21e4919
<g/>
;	
das	bv_doc_id__30_d21e4923
Forstwesen	bv_doc_id__30_d21e4925
einschließlich	bv_doc_id__30_d21e4927
des	bv_doc_id__30_d21e4930
Triftwesens	bv_doc_id__30_d21e4932
<g/>
,	
jedoch	bv_doc_id__30_d21e4936
mit	bv_doc_id__30_d21e4938
Ausnahme	bv_doc_id__30_d21e4940
der	bv_doc_id__30_d21e4943
Forst=	bv_doc_id__30_d21e4945
und	bv_doc_id__30_d21e4947
Weideservituten	bv_doc_id__30_d21e4949
<g/>
;	
den	bv_doc_id__30_d21e4953
Schutz	bv_doc_id__30_d21e4956
der	bv_doc_id__30_d21e4958
Pflanzen	bv_doc_id__30_d21e4960
gegen	bv_doc_id__30_d21e4962
Krankheiten	bv_doc_id__30_d21e4964
und	bv_doc_id__30_d21e4966
Schädlinge	bv_doc_id__30_d21e4969
<g/>
;	
8.	bv_doc_id__30_d21e4892
9.	bv_doc_id__30_d21e4978
das	bv_doc_id__30_d21e4981
Dienstrecht	bv_doc_id__30_d21e4983
der	bv_doc_id__30_d21e4985
Lehrpersonen	bv_doc_id__30_d21e4987
an	bv_doc_id__30_d21e4990
9.	bv_doc_id__30_d21e4978
mittleren	bv_doc_id__30_d21e4995
Unterrichtsanstalten	bv_doc_id__30_d21e4997
und	bv_doc_id__30_d21e4999
***	bv_doc_id__30_d21e5001
der	bv_doc_id__30_d21e5003
Angestellten	bv_doc_id__30_d21e5006
jener	bv_doc_id__30_d21e5008
Landesbehörden	bv_doc_id__30_d21e5010
<g/>
,	
die	bv_doc_id__30_d21e5014
auch	bv_doc_id__30_d21e5016
Bundesangelegenheiten	bv_doc_id__30_d21e5019
zu	bv_doc_id__30_d21e5021
besorgen	bv_doc_id__30_d21e5023
haben	bv_doc_id__30_d21e5025
<g/>
,	
einschließlich	bv_doc_id__30_d21e5029
der	bv_doc_id__30_d21e5032
Regelung	bv_doc_id__30_d21e5034
des	bv_doc_id__30_d21e5036
im	bv_doc_id__30_d21e5038
Einvernehmen-	bv_doc_id__30_d21e5040
der	bv_doc_id__30_d21e5042
in	bv_doc_id__30_d21e5045
Betracht	bv_doc_id__30_d21e5047
kommenden	bv_doc_id__30_d21e5049
„Länder	bv_doc_id__30_d21e5051
zu	bv_doc_id__30_d21e5053
vollziehenden	bv_doc_id__30_d21e5055
Dienstwechsels	bv_doc_id__30_d21e5058
von	bv_doc_id__30_d21e5060
Land	bv_doc_id__30_d21e5062
zu	bv_doc_id__30_d21e5064
Land	bv_doc_id__30_d21e5066
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e5077
<g/>
)	
Die	bv_doc_id__30_d21e5082
Entscheidung	bv_doc_id__30_d21e5084
oberster	bv_doc_id__30_d21e5086
Instanz	bv_doc_id__30_d21e5088
in	bv_doc_id__30_d21e5091
Angelegenheiten	bv_doc_id__30_d21e5093
der	bv_doc_id__30_d21e5095
Bodenreform	bv_doc_id__30_d21e5097
<g/>
(	
erster	bv_doc_id__30_d21e5101
Absatz	bv_doc_id__30_d21e5104
<g/>
,	
Punkt	bv_doc_id__30_d21e5108
8	bv_doc_id__30_d21e5110
<g/>
)	
wird	bv_doc_id__30_d21e5114
einer	bv_doc_id__30_d21e5117
vom	bv_doc_id__30_d21e5119
Bunde	bv_doc_id__30_d21e5121
eingesetzten	bv_doc_id__30_d21e5123
<g/>
,	
aus	bv_doc_id__30_d21e5127
Richtern	bv_doc_id__30_d21e5130
<g/>
,	
Verwaltungsbeamten	bv_doc_id__30_d21e5134
und	bv_doc_id__30_d21e5136
Sachverständigen	bv_doc_id__30_d21e5138
bestehenden	bv_doc_id__30_d21e5140
Kommission	bv_doc_id__30_d21e5143
übertragen	bv_doc_id__30_d21e5145
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e5077
<g/>
)	
Artikel	bv_doc_id__30_d21e5155
13.	bv_doc_id__30_d21e5157
<g/>
(	
1	bv_doc_id__30_d21e5166
<g/>
)	
Wenn	bv_doc_id__30_d21e5171
eine	bv_doc_id__30_d21e5173
Angelegenheit	bv_doc_id__30_d21e5175
nicht	bv_doc_id__30_d21e5177
ausdrücklich	bv_doc_id__30_d21e5180
durch	bv_doc_id__30_d21e5182
die	bv_doc_id__30_d21e5184
Bundesverfassung	bv_doc_id__30_d21e5186
der	bv_doc_id__30_d21e5188
Gesetzgebung	bv_doc_id__30_d21e5190
oder	bv_doc_id__30_d21e5193
auch	bv_doc_id__30_d21e5195
der	bv_doc_id__30_d21e5197
Vollziehung	bv_doc_id__30_d21e5199
des	bv_doc_id__30_d21e5201
Bundes	bv_doc_id__30_d21e5203
übertragen	bv_doc_id__30_d21e5206
ist	bv_doc_id__30_d21e5208
<g/>
,	
verbleibt	bv_doc_id__30_d21e5212
sie	bv_doc_id__30_d21e5214
im	bv_doc_id__30_d21e5216
Wirkungsbereiche	bv_doc_id__30_d21e5219
der	bv_doc_id__30_d21e5221
Länder	bv_doc_id__30_d21e5223
<g/>
.	
Soferne	bv_doc_id__30_d21e5227
jedoch	bv_doc_id__30_d21e5229
in	bv_doc_id__30_d21e5232
solchen	bv_doc_id__30_d21e5234
Angelegenheiten	bv_doc_id__30_d21e5236
ein	bv_doc_id__30_d21e5238
Akt	bv_doc_id__30_d21e5240
der	bv_doc_id__30_d21e5242
vollziehenden	bv_doc_id__30_d21e5245
Gewalt	bv_doc_id__30_d21e5247
für	bv_doc_id__30_d21e5249
mehrere	bv_doc_id__30_d21e5251
Länder	bv_doc_id__30_d21e5253
Rechtswirksamkeit	bv_doc_id__30_d21e5255
äußern	bv_doc_id__30_d21e5258
soll	bv_doc_id__30_d21e5260
<g/>
,	
geht	bv_doc_id__30_d21e5264
die	bv_doc_id__30_d21e5266
Zuständigkeit	bv_doc_id__30_d21e5268
für	bv_doc_id__30_d21e5271
diesen	bv_doc_id__30_d21e5273
Vollzugsakt	bv_doc_id__30_d21e5275
auf	bv_doc_id__30_d21e5277
den	bv_doc_id__30_d21e5279
Bund	bv_doc_id__30_d21e5281
über	bv_doc_id__30_d21e5284
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e5295
<g/>
)	
Insoweit	bv_doc_id__30_d21e5300
der	bv_doc_id__30_d21e5302
Bundesgesetzgebung	bv_doc_id__30_d21e5304
bloß	bv_doc_id__30_d21e5306
die	bv_doc_id__30_d21e5309
Regelung	bv_doc_id__30_d21e5311
der	bv_doc_id__30_d21e5313
Grundzüge	bv_doc_id__30_d21e5315
vorbehalten	bv_doc_id__30_d21e5317
ist	bv_doc_id__30_d21e5319
<g/>
,	
obliegt	bv_doc_id__30_d21e5324
die	bv_doc_id__30_d21e5326
nähere	bv_doc_id__30_d21e5328
Durchführung	bv_doc_id__30_d21e5330
der	bv_doc_id__30_d21e5332
Landesgesetzgebung	bv_doc_id__30_d21e5335
innerhalb	bv_doc_id__30_d21e5340
des	bv_doc_id__30_d21e5342
bundesgesetzlich	bv_doc_id__30_d21e5344
festgelegten	bv_doc_id__30_d21e5346
Rahmens	bv_doc_id__30_d21e5348
<g/>
(	
3	bv_doc_id__30_d21e5357
<g/>
)	
Die	bv_doc_id__30_d21e5362
Länder	bv_doc_id__30_d21e5364
sind	bv_doc_id__30_d21e5366
im	bv_doc_id__30_d21e5368
Bereiche	bv_doc_id__30_d21e5371
ihres	bv_doc_id__30_d21e5373
Gesetzgebungsrechtes	bv_doc_id__30_d21e5375
befugt	bv_doc_id__30_d21e5377
<g/>
,	
die	bv_doc_id__30_d21e5381
zur	bv_doc_id__30_d21e5384
Regelung	bv_doc_id__30_d21e5386
des	bv_doc_id__30_d21e5388
Gegenstandes	bv_doc_id__30_d21e5390
erforderlichen	bv_doc_id__30_d21e5392
Bestimmungen	bv_doc_id__30_d21e5394
auch	bv_doc_id__30_d21e5397
auf	bv_doc_id__30_d21e5399
dem	bv_doc_id__30_d21e5401
Gebiete	bv_doc_id__30_d21e5403
des	bv_doc_id__30_d21e5405
Straf=	bv_doc_id__30_d21e5407
und	bv_doc_id__30_d21e5410
Zivilrechtes	bv_doc_id__30_d21e5412
zu	bv_doc_id__30_d21e5414
treffen	bv_doc_id__30_d21e5416
<g/>
.	
Insbesondere	bv_doc_id__30_d21e5420
gilt	bv_doc_id__30_d21e5423
dies	bv_doc_id__30_d21e5425
auch	bv_doc_id__30_d21e5427
für	bv_doc_id__30_d21e5429
die	bv_doc_id__30_d21e5431
Angelegenheiten	bv_doc_id__30_d21e5433
der	bv_doc_id__30_d21e5436
Landeskultur	bv_doc_id__30_d21e5438
<g/>
,	
wie	bv_doc_id__30_d21e5442
Höferecht	bv_doc_id__30_d21e5444
<g/>
,	
Anerbenrecht	bv_doc_id__30_d21e5449
<g/>
,	
Jagd	bv_doc_id__30_d21e5453
Fischerei	bv_doc_id__30_d21e5455
<g/>
,	
landwirtschaftliche	bv_doc_id__30_d21e5459
Dienstverträge	bv_doc_id__30_d21e5462
und	bv_doc_id__30_d21e5464
Zusammenlegung	bv_doc_id__30_d21e5466
von	bv_doc_id__30_d21e5468
Grundstücken	bv_doc_id__30_d21e5470
und	bv_doc_id__30_d21e5472
Neuordnung	bv_doc_id__30_d21e5475
der	bv_doc_id__30_d21e5477
Agrargemeinschaften	bv_doc_id__30_d21e5479
<g/>
.	
<g/>
(	
4	bv_doc_id__30_d21e5491
<g/>
)	
Im	bv_doc_id__30_d21e5496
Zweifel	bv_doc_id__30_d21e5498
geht	bv_doc_id__30_d21e5500
Bundesrecht	bv_doc_id__30_d21e5502
vor	bv_doc_id__30_d21e5505
Landesrecht	bv_doc_id__30_d21e5507
<g/>
.	
<	bv_doc_id__30_d21e5511
Artikel	bv_doc_id__30_d21e5155
13.	bv_doc_id__30_d21e5157
<g/>
(	
1	bv_doc_id__30_d21e5166
<g/>
)	
Wenn	bv_doc_id__30_d21e5171
eine	bv_doc_id__30_d21e5173
Angelegenheit	bv_doc_id__30_d21e5175
nicht	bv_doc_id__30_d21e5177
ausdrücklich	bv_doc_id__30_d21e5180
durch	bv_doc_id__30_d21e5182
die	bv_doc_id__30_d21e5184
Bundesverfassung	bv_doc_id__30_d21e5186
der	bv_doc_id__30_d21e5188
Gesetzgebung	bv_doc_id__30_d21e5190
oder	bv_doc_id__30_d21e5193
auch	bv_doc_id__30_d21e5195
der	bv_doc_id__30_d21e5197
Vollziehung	bv_doc_id__30_d21e5199
des	bv_doc_id__30_d21e5201
Bundes	bv_doc_id__30_d21e5203
übertragen	bv_doc_id__30_d21e5206
ist	bv_doc_id__30_d21e5208
<g/>
,	
verbleibt	bv_doc_id__30_d21e5212
sie	bv_doc_id__30_d21e5214
im	bv_doc_id__30_d21e5216
Wirkungsbereiche	bv_doc_id__30_d21e5219
der	bv_doc_id__30_d21e5221
Länder	bv_doc_id__30_d21e5223
<g/>
.	
Soferne	bv_doc_id__30_d21e5227
jedoch	bv_doc_id__30_d21e5229
in	bv_doc_id__30_d21e5232
solchen	bv_doc_id__30_d21e5234
Angelegenheiten	bv_doc_id__30_d21e5236
ein	bv_doc_id__30_d21e5238
Akt	bv_doc_id__30_d21e5240
der	bv_doc_id__30_d21e5242
vollziehenden	bv_doc_id__30_d21e5245
Gewalt	bv_doc_id__30_d21e5247
für	bv_doc_id__30_d21e5249
mehrere	bv_doc_id__30_d21e5251
Länder	bv_doc_id__30_d21e5253
Rechtswirksamkeit	bv_doc_id__30_d21e5255
äußern	bv_doc_id__30_d21e5258
soll	bv_doc_id__30_d21e5260
<g/>
,	
geht	bv_doc_id__30_d21e5264
die	bv_doc_id__30_d21e5266
Zuständigkeit	bv_doc_id__30_d21e5268
für	bv_doc_id__30_d21e5271
diesen	bv_doc_id__30_d21e5273
Vollzugsakt	bv_doc_id__30_d21e5275
auf	bv_doc_id__30_d21e5277
den	bv_doc_id__30_d21e5279
Bund	bv_doc_id__30_d21e5281
über	bv_doc_id__30_d21e5284
<g/>
.	
<g/>
(	
1	bv_doc_id__30_d21e5166
<g/>
)	
<g/>
(	
2	bv_doc_id__30_d21e5295
<g/>
)	
Insoweit	bv_doc_id__30_d21e5300
der	bv_doc_id__30_d21e5302
Bundesgesetzgebung	bv_doc_id__30_d21e5304
bloß	bv_doc_id__30_d21e5306
die	bv_doc_id__30_d21e5309
Regelung	bv_doc_id__30_d21e5311
der	bv_doc_id__30_d21e5313
Grundzüge	bv_doc_id__30_d21e5315
vorbehalten	bv_doc_id__30_d21e5317
ist	bv_doc_id__30_d21e5319
<g/>
,	
obliegt	bv_doc_id__30_d21e5324
die	bv_doc_id__30_d21e5326
nähere	bv_doc_id__30_d21e5328
Durchführung	bv_doc_id__30_d21e5330
der	bv_doc_id__30_d21e5332
Landesgesetzgebung	bv_doc_id__30_d21e5335
<g/>
(	
2	bv_doc_id__30_d21e5295
<g/>
)	
innerhalb	bv_doc_id__30_d21e5340
des	bv_doc_id__30_d21e5342
bundesgesetzlich	bv_doc_id__30_d21e5344
festgelegten	bv_doc_id__30_d21e5346
Rahmens	bv_doc_id__30_d21e5348
<g/>
(	
3	bv_doc_id__30_d21e5357
<g/>
)	
Die	bv_doc_id__30_d21e5362
Länder	bv_doc_id__30_d21e5364
sind	bv_doc_id__30_d21e5366
im	bv_doc_id__30_d21e5368
Bereiche	bv_doc_id__30_d21e5371
ihres	bv_doc_id__30_d21e5373
Gesetzgebungsrechtes	bv_doc_id__30_d21e5375
befugt	bv_doc_id__30_d21e5377
<g/>
,	
die	bv_doc_id__30_d21e5381
zur	bv_doc_id__30_d21e5384
Regelung	bv_doc_id__30_d21e5386
des	bv_doc_id__30_d21e5388
Gegenstandes	bv_doc_id__30_d21e5390
erforderlichen	bv_doc_id__30_d21e5392
Bestimmungen	bv_doc_id__30_d21e5394
auch	bv_doc_id__30_d21e5397
auf	bv_doc_id__30_d21e5399
dem	bv_doc_id__30_d21e5401
Gebiete	bv_doc_id__30_d21e5403
des	bv_doc_id__30_d21e5405
Straf=	bv_doc_id__30_d21e5407
und	bv_doc_id__30_d21e5410
Zivilrechtes	bv_doc_id__30_d21e5412
zu	bv_doc_id__30_d21e5414
treffen	bv_doc_id__30_d21e5416
<g/>
.	
Insbesondere	bv_doc_id__30_d21e5420
gilt	bv_doc_id__30_d21e5423
dies	bv_doc_id__30_d21e5425
auch	bv_doc_id__30_d21e5427
für	bv_doc_id__30_d21e5429
die	bv_doc_id__30_d21e5431
Angelegenheiten	bv_doc_id__30_d21e5433
