<doc id="bv_doc_id__55" attrs="word lemma type">
Stenographische	bv_doc_id__55_d44e555
dem	bv_doc_id__55_d44e18486
Bundesftaate	bv_doc_id__55_d44e18488
überlaffen	bv_doc_id__55_d44e18490
und	bv_doc_id__55_d44e18492
das	bv_doc_id__55_d44e18494
und	bv_doc_id__55_d44e18497
das	bv_doc_id__55_d44e18499
werden	bv_doc_id__55_d44e18501
die	bv_doc_id__55_d44e18503
Länder	bv_doc_id__55_d44e18505
behalten	bv_doc_id__55_d44e18507
<g/>
.	
über	bv_doc_id__55_d44e18512
die	bv_doc_id__55_d44e18514
und	bv_doc_id__55_d44e18516
die	bv_doc_id__55_d44e18518
Ginnahmen	bv_doc_id__55_d44e18520
wird	bv_doc_id__55_d44e18523
eine	bv_doc_id__55_d44e18525
Vereinbarung	bv_doc_id__55_d44e18527
getroffen	bv_doc_id__55_d44e18529
zwischen	bv_doc_id__55_d44e18531
den	bv_doc_id__55_d44e18533
Ländern	bv_doc_id__55_d44e18536
und	bv_doc_id__55_d44e18538
dem	bv_doc_id__55_d44e18540
Bunde	bv_doc_id__55_d44e18542
<g/>
,	
damit	bv_doc_id__55_d44e18546
die	bv_doc_id__55_d44e18549
Länder	bv_doc_id__55_d44e18551
einen	bv_doc_id__55_d44e18553
Teil	bv_doc_id__55_d44e18555
nehmen	bv_doc_id__55_d44e18557
und	bv_doc_id__55_d44e18559
den	bv_doc_id__55_d44e18562
anderen	bv_doc_id__55_d44e18564
der	bv_doc_id__55_d44e18566
Bund	bv_doc_id__55_d44e18568
<g/>
.	
Dies	bv_doc_id__55_d44e18572
wird	bv_doc_id__55_d44e18575
geschaffen	bv_doc_id__55_d44e18577
ür	bv_doc_id__55_d44e18579
eine	bv_doc_id__55_d44e18581
Reihe	bv_doc_id__55_d44e18583
von	bv_doc_id__55_d44e18585
Jahren	bv_doc_id__55_d44e18588
<g/>
,	
für	bv_doc_id__55_d44e18592
eine	bv_doc_id__55_d44e18594
furze	bv_doc_id__55_d44e18596
Reihe	bv_doc_id__55_d44e18598
von	bv_doc_id__55_d44e18601
Jahren	bv_doc_id__55_d44e18603
<g/>
,	
weil	bv_doc_id__55_d44e18607
die	bv_doc_id__55_d44e18609
Verhältnisse	bv_doc_id__55_d44e18611
sich	bv_doc_id__55_d44e18614
ändern	bv_doc_id__55_d44e18616
<g/>
.	
Dann	bv_doc_id__55_d44e18620
werden	bv_doc_id__55_d44e18622
die	bv_doc_id__55_d44e18624
Länder	bv_doc_id__55_d44e18627
leben	bv_doc_id__55_d44e18629
und	bv_doc_id__55_d44e18631
auch	bv_doc_id__55_d44e18633
der	bv_doc_id__55_d44e18635
Staat	bv_doc_id__55_d44e18637
<g/>
.	
Je	bv_doc_id__55_d44e18642
positiver	bv_doc_id__55_d44e18644
man	bv_doc_id__55_d44e18646
ist	bv_doc_id__55_d44e18648
<g/>
,	
je	bv_doc_id__55_d44e18653
mehr	bv_doc_id__55_d44e18655
wir	bv_doc_id__55_d44e18657
glauben	bv_doc_id__55_d44e18659
<g/>
,	
lebensähig	bv_doc_id__55_d44e18663
zu	bv_doc_id__55_d44e18666
sein	bv_doc_id__55_d44e18668
<g/>
,	
um	bv_doc_id__55_d44e18672
so	bv_doc_id__55_d44e18674
eher	bv_doc_id__55_d44e18676
muß	bv_doc_id__55_d44e18679
man	bv_doc_id__55_d44e18681
darangehen	bv_doc_id__55_d44e18683
<g/>
,	
Ordnung	bv_doc_id__55_d44e18687
zu	bv_doc_id__55_d44e18689
schaffen	bv_doc_id__55_d44e18692
zwischen	bv_doc_id__55_d44e18694
den	bv_doc_id__55_d44e18696
Ländern	bv_doc_id__55_d44e18698
und	bv_doc_id__55_d44e18700
dem	bv_doc_id__55_d44e18702
Staate	bv_doc_id__55_d44e18705
<g/>
.	
Das	bv_doc_id__55_d44e18709
geschieht	bv_doc_id__55_d44e18711
dann	bv_doc_id__55_d44e18713
<g/>
,	
wenn	bv_doc_id__55_d44e18718
die	bv_doc_id__55_d44e18720
Länderelbständiger	bv_doc_id__55_d44e18722
werden	bv_doc_id__55_d44e18724
und	bv_doc_id__55_d44e18726
wenn	bv_doc_id__55_d44e18728
sie	bv_doc_id__55_d44e18731
beginnen	bv_doc_id__55_d44e18733
vernünftiger	bv_doc_id__55_d44e18735
zu	bv_doc_id__55_d44e18737
arbeiten	bv_doc_id__55_d44e18739
<g/>
,	
was	bv_doc_id__55_d44e18744
bisher	bv_doc_id__55_d44e18746
nicht	bv_doc_id__55_d44e18748
geschehen	bv_doc_id__55_d44e18750
ist	bv_doc_id__55_d44e18752
<g/>
.	
Herr	bv_doc_id__55_d44e18757
Vorsitzender	bv_doc_id__55_d44e18759
Dr	bv_doc_id__55_d44e18761
<g/>
.	
Rintelen	bv_doc_id__55_d44e18765
<g/>
:	
Herr	bv_doc_id__55_d44e18770
Abgeordneter	bv_doc_id__55_d44e18772
Runschaf	bv_doc_id__55_d44e18774
hat	bv_doc_id__55_d44e18776
das	bv_doc_id__55_d44e18778
Wort	bv_doc_id__55_d44e18780
<g/>
.	
Herr	bv_doc_id__55_d44e18785
Kunschäk	bv_doc_id__55_d44e18787
<g/>
(	
Wien	bv_doc_id__55_d44e18791
<g/>
):	
Es	bv_doc_id__55_d44e18796
ist	bv_doc_id__55_d44e18798
heute	bv_doc_id__55_d44e18800
über	bv_doc_id__55_d44e18802
Dinge	bv_doc_id__55_d44e18804
gesprochen	bv_doc_id__55_d44e18806
worden	bv_doc_id__55_d44e18809
<g/>
,	
für	bv_doc_id__55_d44e18813
die	bv_doc_id__55_d44e18815
man	bv_doc_id__55_d44e18817
eigentlich	bv_doc_id__55_d44e18819
die	bv_doc_id__55_d44e18822
Entscheidung	bv_doc_id__55_d44e18824
schon	bv_doc_id__55_d44e18826
gefunden	bv_doc_id__55_d44e18828
hat	bv_doc_id__55_d44e18830
<g/>
.	
So	bv_doc_id__55_d44e18835
ist	bv_doc_id__55_d44e18837
eingehend	bv_doc_id__55_d44e18839
gesprochen	bv_doc_id__55_d44e18841
worden	bv_doc_id__55_d44e18843
über	bv_doc_id__55_d44e18845
das	bv_doc_id__55_d44e18848
Prinzip	bv_doc_id__55_d44e18850
Bundesstaat	bv_doc_id__55_d44e18852
oder	bv_doc_id__55_d44e18854
Zentralstaat	bv_doc_id__55_d44e18856
<g/>
.	
Die	bv_doc_id__55_d44e18861
Länderkonferenz	bv_doc_id__55_d44e18863
in	bv_doc_id__55_d44e18865
Salzburg	bv_doc_id__55_d44e18867
hat	bv_doc_id__55_d44e18869
bereits	bv_doc_id__55_d44e18871
in	bv_doc_id__55_d44e18874
dieser	bv_doc_id__55_d44e18876
Frage	bv_doc_id__55_d44e18878
die	bv_doc_id__55_d44e18880
Entscheidung	bv_doc_id__55_d44e18882
gebracht	bv_doc_id__55_d44e18884
<g/>
,	
zum	bv_doc_id__55_d44e18889
mindesten	bv_doc_id__55_d44e18891
für	bv_doc_id__55_d44e18893
den	bv_doc_id__55_d44e18895
Kreis	bv_doc_id__55_d44e18897
<g/>
,	
der	bv_doc_id__55_d44e18902
hierversammelt	bv_doc_id__55_d44e18904
ist	bv_doc_id__55_d44e18906
<g/>
.	
Die	bv_doc_id__55_d44e18910
Salzburger	bv_doc_id__55_d44e18913
Konferenz	bv_doc_id__55_d44e18915
hat	bv_doc_id__55_d44e18917
sich	bv_doc_id__55_d44e18919
mit	bv_doc_id__55_d44e18921
großzer	bv_doc_id__55_d44e18923
Mehrheit	bv_doc_id__55_d44e18926
für	bv_doc_id__55_d44e18928
den	bv_doc_id__55_d44e18930
Bundesstaat	bv_doc_id__55_d44e18932
entchieden	bv_doc_id__55_d44e18934
<g/>
.	
Dieser	bv_doc_id__55_d44e18939
Beschluß	bv_doc_id__55_d44e18941
<g/>
,	
der	bv_doc_id__55_d44e18945
<g/>
,	
wenn	bv_doc_id__55_d44e18949
auch	bv_doc_id__55_d44e18952
nicht	bv_doc_id__55_d44e18954
in	bv_doc_id__55_d44e18956
feierlicher	bv_doc_id__55_d44e18958
Form	bv_doc_id__55_d44e18960
gefaßt	bv_doc_id__55_d44e18962
<g/>
,	
so	bv_doc_id__55_d44e18967
doch	bv_doc_id__55_d44e18969
in	bv_doc_id__55_d44e18971
klarer	bv_doc_id__55_d44e18973
und	bv_doc_id__55_d44e18975
unzweideutiger	bv_doc_id__55_d44e18978
Weise	bv_doc_id__55_d44e18980
unter	bv_doc_id__55_d44e18982
Zusammenwirkung	bv_doc_id__55_d44e18984
der	bv_doc_id__55_d44e18986
223	bv_doc_id__55_d44e18988
16	bv_doc_id__55_d44e18993
Nertreter	bv_doc_id__55_d44e18995
aller	bv_doc_id__55_d44e18997
Länder	bv_doc_id__55_d44e18999
ohne	bv_doc_id__55_d44e19001
Unterschied	bv_doc_id__55_d44e19004
der	bv_doc_id__55_d44e19006
Partei	bv_doc_id__55_d44e19008
zu	bv_doc_id__55_d44e19010
stande	bv_doc_id__55_d44e19012
gekommen	bv_doc_id__55_d44e19014
ift	bv_doc_id__55_d44e19017
<g/>
,	
gibt	bv_doc_id__55_d44e19021
gar	bv_doc_id__55_d44e19023
feine	bv_doc_id__55_d44e19025
Möglichkeit	bv_doc_id__55_d44e19027
mehr	bv_doc_id__55_d44e19030
<g/>
,	
uns	bv_doc_id__55_d44e19034
seiner	bv_doc_id__55_d44e19036
Geltung	bv_doc_id__55_d44e19038
zu	bv_doc_id__55_d44e19040
entziehen	bv_doc_id__55_d44e19043
<g/>
.	
Es	bv_doc_id__55_d44e19047
erübrigt	bv_doc_id__55_d44e19049
sich	bv_doc_id__55_d44e19051
daher	bv_doc_id__55_d44e19053
<g/>
,	
über	bv_doc_id__55_d44e19058
die	bv_doc_id__55_d44e19060
Fräge	bv_doc_id__55_d44e19062
<g/>
:	
Bundesstaat	bv_doc_id__55_d44e19066
oder	bv_doc_id__55_d44e19069
Zentralstaat	bv_doc_id__55_d44e19071
ein	bv_doc_id__55_d44e19073
weiteres	bv_doc_id__55_d44e19075
Wort	bv_doc_id__55_d44e19077
zu	bv_doc_id__55_d44e19079
verlieren	bv_doc_id__55_d44e19082
<g/>
.	
Der	bv_doc_id__55_d44e19086
Bundesstaat	bv_doc_id__55_d44e19088
ist	bv_doc_id__55_d44e19090
in	bv_doc_id__55_d44e19092
Salzburg	bv_doc_id__55_d44e19095
von	bv_doc_id__55_d44e19097
der	bv_doc_id__55_d44e19099
Mehrheit	bv_doc_id__55_d44e19101
ohne	bv_doc_id__55_d44e19103
Unterschied	bv_doc_id__55_d44e19105
der	bv_doc_id__55_d44e19108
Partei	bv_doc_id__55_d44e19110
anerkannt1daß	bv_doc_id__55_d44e19112
das	bv_doc_id__55_d44e19114
überweisungsfustem	bv_doc_id__55_d44e19116
zur	bv_doc_id__55_d44e19118
Korrumpierung	bv_doc_id__55_d44e19121
worden	bv_doc_id__55_d44e19123
als	bv_doc_id__55_d44e19125
das	bv_doc_id__55_d44e19127
Ziel	bv_doc_id__55_d44e19129
<g/>
,	
das	bv_doc_id__55_d44e19134
die	bv_doc_id__55_d44e19136
Verfafsung	bv_doc_id__55_d44e19138
anftreben	bv_doc_id__55_d44e19140
muß	bv_doc_id__55_d44e19142
<g/>
,	
das	bv_doc_id__55_d44e19147
durch	bv_doc_id__55_d44e19149
die	bv_doc_id__55_d44e19151
Verfassung	bv_doc_id__55_d44e19153
gesichert	bv_doc_id__55_d44e19155
werden	bv_doc_id__55_d44e19157
soll	bv_doc_id__55_d44e19160
<g/>
.	
Strittia	bv_doc_id__55_d44e19164
ist	bv_doc_id__55_d44e19166
nun	bv_doc_id__55_d44e19168
allerdings	bv_doc_id__55_d44e19170
die	bv_doc_id__55_d44e19173
Frage	bv_doc_id__55_d44e19175
<g/>
,	
wie	bv_doc_id__55_d44e19179
das	bv_doc_id__55_d44e19181
Prinzip	bv_doc_id__55_d44e19183
angewendet	bv_doc_id__55_d44e19186
und	bv_doc_id__55_d44e19188
durchgeführt	bv_doc_id__55_d44e19190
werden	bv_doc_id__55_d44e19192
soll	bv_doc_id__55_d44e19194
<g/>
.	
Gs	bv_doc_id__55_d44e19199
hat	bv_doc_id__55_d44e19201
schon	bv_doc_id__55_d44e19203
der	bv_doc_id__55_d44e19205
Herr	bv_doc_id__55_d44e19207
Landeshauptmann	bv_doc_id__55_d44e19209
von	bv_doc_id__55_d44e19212
Vorarlberg	bv_doc_id__55_d44e19214
darauf	bv_doc_id__55_d44e19216
verwiesen	bv_doc_id__55_d44e19218
<g/>
,	
daß	bv_doc_id__55_d44e19222
die	bv_doc_id__55_d44e19225
Verassung	bv_doc_id__55_d44e19227
immerhin	bv_doc_id__55_d44e19229
noch	bv_doc_id__55_d44e19231
die	bv_doc_id__55_d44e19233
Möglichkeit	bv_doc_id__55_d44e19235
bieten	bv_doc_id__55_d44e19238
kann	bv_doc_id__55_d44e19240
<g/>
.	
durch	bv_doc_id__55_d44e19244
einzelne	bv_doc_id__55_d44e19246
Bestimmungen	bv_doc_id__55_d44e19248
das	bv_doc_id__55_d44e19251
schon	bv_doc_id__55_d44e19253
feitgelegte	bv_doc_id__55_d44e19255
Brinzip	bv_doc_id__55_d44e19257
des	bv_doc_id__55_d44e19259
Bundesstaates	bv_doc_id__55_d44e19261
ad	bv_doc_id__55_d44e19264
absurdum	bv_doc_id__55_d44e19266
zu	bv_doc_id__55_d44e19268
führen	bv_doc_id__55_d44e19270
<g/>
.	
58	bv_doc_id__55_d44e19274
ist	bv_doc_id__55_d44e19277
unjere	bv_doc_id__55_d44e19279
Aufgabe	bv_doc_id__55_d44e19281
<g/>
,	
zu	bv_doc_id__55_d44e19285
solchen	bv_doc_id__55_d44e19287
Bestimmungen	bv_doc_id__55_d44e19290
es	bv_doc_id__55_d44e19292
nicht	bv_doc_id__55_d44e19294
kommen	bv_doc_id__55_d44e19296
zu	bv_doc_id__55_d44e19298
lassen	bv_doc_id__55_d44e19300
<g/>
,	
sondern	bv_doc_id__55_d44e19305
unsere	bv_doc_id__55_d44e19307
Kraft	bv_doc_id__55_d44e19309
und	bv_doc_id__55_d44e19311
Arbeit	bv_doc_id__55_d44e19313
auf	bv_doc_id__55_d44e19316
das	bv_doc_id__55_d44e19318
eine	bv_doc_id__55_d44e19320
Ziel	bv_doc_id__55_d44e19322
zu	bv_doc_id__55_d44e19324
vereinigen	bv_doc_id__55_d44e19326
<g/>
,	
daß	bv_doc_id__55_d44e19331
alle	bv_doc_id__55_d44e19333
Enticheidungen	bv_doc_id__55_d44e19335
der	bv_doc_id__55_d44e19337
Länderfonferenz	bv_doc_id__55_d44e19339
in	bv_doc_id__55_d44e19342
Dindarauf	bv_doc_id__55_d44e19344
abzielen	bv_doc_id__55_d44e19346
<g/>
,	
den	bv_doc_id__55_d44e19350
Bundesstaat	bv_doc_id__55_d44e19352
zu	bv_doc_id__55_d44e19355
ermöglichen	bv_doc_id__55_d44e19357
<g/>
,	
ihn	bv_doc_id__55_d44e19361
zur	bv_doc_id__55_d44e19363
vollen	bv_doc_id__55_d44e19365
uneingeschränkten	bv_doc_id__55_d44e19368
Wahrheit	bv_doc_id__55_d44e19370
zu	bv_doc_id__55_d44e19372
machen	bv_doc_id__55_d44e19374
<g/>
.	
In	bv_doc_id__55_d44e19378
diesem	bv_doc_id__55_d44e19381
Sinne	bv_doc_id__55_d44e19383
finden	bv_doc_id__55_d44e19385
auch	bv_doc_id__55_d44e19387
wir	bv_doc_id__55_d44e19389
<g/>
,	
daß	bv_doc_id__55_d44e19394
der	bv_doc_id__55_d44e19396
zweite	bv_doc_id__55_d44e19398
Entwurf	bv_doc_id__55_d44e19400
<g/>
,	
welcher	bv_doc_id__55_d44e19404
schon	bv_doc_id__55_d44e19407
Bezug	bv_doc_id__55_d44e19409
nimmt	bv_doc_id__55_d44e19411
auf	bv_doc_id__55_d44e19413
die	bv_doc_id__55_d44e19415
Entscheidungen	bv_doc_id__55_d44e19417
der	bv_doc_id__55_d44e19420
Länderkonferenz	bv_doc_id__55_d44e19422
in	bv_doc_id__55_d44e19424
Salzburg	bv_doc_id__55_d44e19426
<g/>
,	
Mängel	bv_doc_id__55_d44e19430
aufweift	bv_doc_id__55_d44e19433
<g/>
.	
Gs	bv_doc_id__55_d44e19437
hat	bv_doc_id__55_d44e19439
Herr	bv_doc_id__55_d44e19441
Landeshauptmann	bv_doc_id__55_d44e19443
Gnder	bv_doc_id__55_d44e19446
und	bv_doc_id__55_d44e19448
mein	bv_doc_id__55_d44e19450
unmittelbarer	bv_doc_id__55_d44e19452
Herr	bv_doc_id__55_d44e19454
Vorredner	bv_doc_id__55_d44e19456
bereits	bv_doc_id__55_d44e19459
auf	bv_doc_id__55_d44e19461
einige	bv_doc_id__55_d44e19463
dieser	bv_doc_id__55_d44e19465
Punkte	bv_doc_id__55_d44e19467
verwiesen	bv_doc_id__55_d44e19469
<g/>
.	
Sie	bv_doc_id__55_d44e19474
liegen	bv_doc_id__55_d44e19476
hauptsächlich	bv_doc_id__55_d44e19478
auf	bv_doc_id__55_d44e19480
dem	bv_doc_id__55_d44e19482
Gebiete	bv_doc_id__55_d44e19485
des	bv_doc_id__55_d44e19487
Finanzwesens	bv_doc_id__55_d44e19489
und	bv_doc_id__55_d44e19491
wohl	bv_doc_id__55_d44e19493
auch	bv_doc_id__55_d44e19495
auf	bv_doc_id__55_d44e19498
dem	bv_doc_id__55_d44e19500
Gebiete	bv_doc_id__55_d44e19502
der	bv_doc_id__55_d44e19504
Verwaltung	bv_doc_id__55_d44e19506
<g/>
.	
Was	bv_doc_id__55_d44e19511
das	bv_doc_id__55_d44e19513
Finanzwesen	bv_doc_id__55_d44e19515
anbelangt	bv_doc_id__55_d44e19517
<g/>
,	
so	bv_doc_id__55_d44e19521
müssen	bv_doc_id__55_d44e19524
wir	bv_doc_id__55_d44e19526
<g/>
,	
auf	bv_doc_id__55_d44e19530
dem	bv_doc_id__55_d44e19532
Boden	bv_doc_id__55_d44e19534
des	bv_doc_id__55_d44e19537
Bundesstaates	bv_doc_id__55_d44e19539
tehend	bv_doc_id__55_d44e19541
<g/>
,	
fordern	bv_doc_id__55_d44e19545
<g/>
,	
daß	bv_doc_id__55_d44e19550
die	bv_doc_id__55_d44e19552
Verfassung	bv_doc_id__55_d44e19554
hier	bv_doc_id__55_d44e19556
solche	bv_doc_id__55_d44e19558
Entscheidungen	bv_doc_id__55_d44e19560
trifft	bv_doc_id__55_d44e19563
<g/>
,	
daß	bv_doc_id__55_d44e19567
die	bv_doc_id__55_d44e19569
Lebenzimöglichkeit	bv_doc_id__55_d44e19571
der	bv_doc_id__55_d44e19573
einzelnen	bv_doc_id__55_d44e19576
Glieder	bv_doc_id__55_d44e19578
des	bv_doc_id__55_d44e19580
Bundesstaates	bv_doc_id__55_d44e19582
gegeben	bv_doc_id__55_d44e19584
erscheint	bv_doc_id__55_d44e19586
<g/>
.	
Dazu	bv_doc_id__55_d44e19591
gehört	bv_doc_id__55_d44e19593
vor	bv_doc_id__55_d44e19595
allem	bv_doc_id__55_d44e19597
anderen	bv_doc_id__55_d44e19599
eine	bv_doc_id__55_d44e19602
Angelegenheit	bv_doc_id__55_d44e19604
<g/>
,	
die	bv_doc_id__55_d44e19608
uns	bv_doc_id__55_d44e19610
wiederholt	bv_doc_id__55_d44e19612
<g/>
,	
durch	bv_doc_id__55_d44e19617
Jahre	bv_doc_id__55_d44e19619
hindurch	bv_doc_id__55_d44e19621
auch	bv_doc_id__55_d44e19623
das	bv_doc_id__55_d44e19625
alte	bv_doc_id__55_d44e19628
Parlament	bv_doc_id__55_d44e19630
und	bv_doc_id__55_d44e19632
die	bv_doc_id__55_d44e19634
alten	bv_doc_id__55_d44e19636
Regierungen	bv_doc_id__55_d44e19638
beschäftigt	bv_doc_id__55_d44e19641
hat	bv_doc_id__55_d44e19643
<g/>
,	
eine	bv_doc_id__55_d44e19647
Angelegenheit	bv_doc_id__55_d44e19649
<g/>
,	
die	bv_doc_id__55_d44e19654
zusammengefaßzt	bv_doc_id__55_d44e19656
wurde	bv_doc_id__55_d44e19658
in	bv_doc_id__55_d44e19660
den	bv_doc_id__55_d44e19662
Satz	bv_doc_id__55_d44e19664
<g/>
:	
„Sanierung	bv_doc_id__55_d44e19669
der	bv_doc_id__55_d44e19671
Landesfinanzen“	bv_doc_id__55_d44e19673
5s	bv_doc_id__55_d44e19675
müssen	bv_doc_id__55_d44e19677
die	bv_doc_id__55_d44e19680
einzelnen	bv_doc_id__55_d44e19682
Bundesstaaten	bv_doc_id__55_d44e19684
unbedinat	bv_doc_id__55_d44e19686
die	bv_doc_id__55_d44e19688
Möglichkeit	bv_doc_id__55_d44e19690
erlangen	bv_doc_id__55_d44e19693
<g/>
,	
ihren	bv_doc_id__55_d44e19697
Saushalt	bv_doc_id__55_d44e19699
aus	bv_doc_id__55_d44e19701
eigenen	bv_doc_id__55_d44e19703
Ginnahmen	bv_doc_id__55_d44e19706
bestreiten	bv_doc_id__55_d44e19708
zu	bv_doc_id__55_d44e19710
können	bv_doc_id__55_d44e19712
<g/>
.	
Das	bv_doc_id__55_d44e19716
ist	bv_doc_id__55_d44e19719
bis	bv_doc_id__55_d44e19721
jetzt	bv_doc_id__55_d44e19723
nicht	bv_doc_id__55_d44e19725
der	bv_doc_id__55_d44e19727
Fall	bv_doc_id__55_d44e19729
gewesen	bv_doc_id__55_d44e19732
<g/>
,	
nicht	bv_doc_id__55_d44e19736
ein	bv_doc_id__55_d44e19738
einziges	bv_doc_id__55_d44e19740
Land	bv_doc_id__55_d44e19742
ist	bv_doc_id__55_d44e19745
bisher	bv_doc_id__55_d44e19747
in	bv_doc_id__55_d44e19749
der	bv_doc_id__55_d44e19751
Tage	bv_doc_id__55_d44e19753
gewesen	bv_doc_id__55_d44e19755
<g/>
,	
seine	bv_doc_id__55_d44e19760
Ausgaben	bv_doc_id__55_d44e19762
aus	bv_doc_id__55_d44e19764
den	bv_doc_id__55_d44e19766
eigenen	bv_doc_id__55_d44e19768
EEinnahmen	bv_doc_id__55_d44e19771
zu	bv_doc_id__55_d44e19773
beftreiten	bv_doc_id__55_d44e19775
<g/>
.	
Selbst	bv_doc_id__55_d44e19779
das	bv_doc_id__55_d44e19781
Land	bv_doc_id__55_d44e19784
<g/>
,	
das	bv_doc_id__55_d44e19788
bis	bv_doc_id__55_d44e19790
vor	bv_doc_id__55_d44e19792
kurzen	bv_doc_id__55_d44e19794
immer	bv_doc_id__55_d44e19797
ein	bv_doc_id__55_d44e19799
aktives	bv_doc_id__55_d44e19801
Budget	bv_doc_id__55_d44e19803
hatte	bv_doc_id__55_d44e19805
<g/>
,	
konnte	bv_doc_id__55_d44e19810
nicht	bv_doc_id__55_d44e19812
aus	bv_doc_id__55_d44e19814
den	bv_doc_id__55_d44e19816
eigenen	bv_doc_id__55_d44e19818
Einnahmen	bv_doc_id__55_d44e19820
sein	bv_doc_id__55_d44e19823
Budget	bv_doc_id__55_d44e19825
bestreiten	bv_doc_id__55_d44e19827
<g/>
,	
es	bv_doc_id__55_d44e19831
war	bv_doc_id__55_d44e19833
immer	bv_doc_id__55_d44e19836
darauf	bv_doc_id__55_d44e19838
angewiesen	bv_doc_id__55_d44e19840
<g/>
,	
Überweijungen	bv_doc_id__55_d44e19844
aus	bv_doc_id__55_d44e19846
den	bv_doc_id__55_d44e19849
Staatsfassen	bv_doc_id__55_d44e19851
zu	bv_doc_id__55_d44e19853
beanspruchen	bv_doc_id__55_d44e19855
und	bv_doc_id__55_d44e19857
die	bv_doc_id__55_d44e19859
Einnahmen	bv_doc_id__55_d44e19862
aus	bv_doc_id__55_d44e19864
den	bv_doc_id__55_d44e19866
Überweisungen	bv_doc_id__55_d44e19868
haben	bv_doc_id__55_d44e19870
in	bv_doc_id__55_d44e19872
seinem	bv_doc_id__55_d44e19875
Budaet	bv_doc_id__55_d44e19877
stets	bv_doc_id__55_d44e19879
einen	bv_doc_id__55_d44e19881
bedeutenden	bv_doc_id__55_d44e19883
Kaum	bv_doc_id__55_d44e19885
eingenommen	bv_doc_id__55_d44e19888
<g/>
.	
Ich	bv_doc_id__55_d44e19892
tomme	bv_doc_id__55_d44e19894
damit	bv_doc_id__55_d44e19896
sofort	bv_doc_id__55_d44e19898
zu	bv_doc_id__55_d44e19901
dem	bv_doc_id__55_d44e19903
<g/>
,	
wogegen	bv_doc_id__55_d44e19907
wir	bv_doc_id__55_d44e19909
uns	bv_doc_id__55_d44e19911
von	bv_doc_id__55_d44e19914
vorherein	bv_doc_id__55_d44e19916
berwahren	bv_doc_id__55_d44e19918
<g/>
,	
daß	bv_doc_id__55_d44e19922
dieses	bv_doc_id__55_d44e19924
System	bv_doc_id__55_d44e19927
der	bv_doc_id__55_d44e19929
Überwweijungen	bv_doc_id__55_d44e19931
wieder	bv_doc_id__55_d44e19933
in	bv_doc_id__55_d44e19935
die	bv_doc_id__55_d44e19937
neue	bv_doc_id__55_d44e19940
Steuergesetzgebung	bv_doc_id__55_d44e19942
Eingang	bv_doc_id__55_d44e19944
finde	bv_doc_id__55_d44e19946
<g/>
,	
daß	bv_doc_id__55_d44e19950
die	bv_doc_id__55_d44e19953
Finanzwirtschaft	bv_doc_id__55_d44e19955
in	bv_doc_id__55_d44e19957
unserem	bv_doc_id__55_d44e19959
Bundesstaate	bv_doc_id__55_d44e19961
auf	bv_doc_id__55_d44e19963
die	bv_doc_id__55_d44e19966
Überweisungen	bv_doc_id__55_d44e19968
aufgebaut	bv_doc_id__55_d44e19970
oder	bv_doc_id__55_d44e19972
von	bv_doc_id__55_d44e19974
diesen	bv_doc_id__55_d44e19976
wesentlich	bv_doc_id__55_d44e19979
beeinflußt	bv_doc_id__55_d44e19981
werde	bv_doc_id__55_d44e19983
<g/>
.	
Das	bv_doc_id__55_d44e19987
Sustem	bv_doc_id__55_d44e19992
der	bv_doc_id__55_d44e19994
Überweisungen	bv_doc_id__55_d44e19996
ist	bv_doc_id__55_d44e19998
nach	bv_doc_id__55_d44e20000
meiner	bv_doc_id__55_d44e20003
Aufassung	bv_doc_id__55_d44e20005
das	bv_doc_id__55_d44e20007
unerträglichste	bv_doc_id__55_d44e20009
Sustem	bv_doc_id__55_d44e20011
<g/>
,	
das	bv_doc_id__55_d44e20016
man	bv_doc_id__55_d44e20018
sich	bv_doc_id__55_d44e20020
überhaupt	bv_doc_id__55_d44e20022
denten	bv_doc_id__55_d44e20024
fann	bv_doc_id__55_d44e20026
<g/>
.	
Von	bv_doc_id__55_d44e20031
den	bv_doc_id__55_d44e20033
moralischen	bv_doc_id__55_d44e20035
Gründen	bv_doc_id__55_d44e20037
<g/>
,	
die	bv_doc_id__55_d44e20042
gegen	bv_doc_id__55_d44e20044
das	bv_doc_id__55_d44e20046
Überweijungsiustem	bv_doc_id__55_d44e20048
sprechen	bv_doc_id__55_d44e20050
<g/>
,	
will	bv_doc_id__55_d44e20055
ich	bv_doc_id__55_d44e20057
weiter	bv_doc_id__55_d44e20059
nicht	bv_doc_id__55_d44e20061
reden	bv_doc_id__55_d44e20063
<g/>
.	
Es	bv_doc_id__55_d44e20068
genügt	bv_doc_id__55_d44e20070
darauf	bv_doc_id__55_d44e20072
zu	bv_doc_id__55_d44e20074
verweisen	bv_doc_id__55_d44e20076
<g/>
,	
auf	bv_doc_id__55_d44e20081
dem	bv_doc_id__55_d44e20083
Gebiete	bv_doc_id__55_d44e20085
der	bv_doc_id__55_d44e20087
FFinanzverwaltung	bv_doc_id__55_d44e20089
führt	bv_doc_id__55_d44e20091
<g/>
.	
Und	bv_doc_id__55_d44e20096
zwar	bv_doc_id__55_d44e20098
sowohl	bv_doc_id__55_d44e20100
zur	bv_doc_id__55_d44e20102
Korrumpierung	bv_doc_id__55_d44e20104
der	bv_doc_id__55_d44e20107
