<doc id="bv_doc_id__9" attrs="word lemma type">
Zweite	bv_doc_id__9_d57e407
)	
<g/>
(	
3	bv_doc_id__9_d57e8706
<g/>
)	
Der	bv_doc_id__9_d57e8711
genehmigte	bv_doc_id__9_d57e8713
Gesetzesbeschluß	bv_doc_id__9_d57e8715
ist	bv_doc_id__9_d57e8717
im	bv_doc_id__9_d57e8720
Wege	bv_doc_id__9_d57e8722
des	bv_doc_id__9_d57e8724
Bundeskanzlers	bv_doc_id__9_d57e8726
dem	bv_doc_id__9_d57e8728
Bundespräsidenten	bv_doc_id__9_d57e8730
zur	bv_doc_id__9_d57e8733
Beurkundung	bv_doc_id__9_d57e8735
zu	bv_doc_id__9_d57e8737
übermitteln	bv_doc_id__9_d57e8739
<g/>
.	
<g/>
(	
3	bv_doc_id__9_d57e8706
<g/>
)	
<g/>
(	
4	bv_doc_id__9_d57e8750
<g/>
)	
Die	bv_doc_id__9_d57e8755
begründete	bv_doc_id__9_d57e8757
Verweigerung	bv_doc_id__9_d57e8759
der	bv_doc_id__9_d57e8761
Genehmigung	bv_doc_id__9_d57e8764
ist	bv_doc_id__9_d57e8766
in	bv_doc_id__9_d57e8768
schriftlicher	bv_doc_id__9_d57e8770
Ausfertigung	bv_doc_id__9_d57e8772
im	bv_doc_id__9_d57e8774
Wege	bv_doc_id__9_d57e8777
des	bv_doc_id__9_d57e8779
Bundeskanzlers	bv_doc_id__9_d57e8781
dem	bv_doc_id__9_d57e8783
Bundestag	bv_doc_id__9_d57e8785
bekanntzugeben	bv_doc_id__9_d57e8787
<g/>
.	
<g/>
(	
4	bv_doc_id__9_d57e8750
<g/>
)	
Artikel	bv_doc_id__9_d57e8799
39.	bv_doc_id__9_d57e8801
<g/>
(	
1	bv_doc_id__9_d57e8810
<g/>
)	
Hat	bv_doc_id__9_d57e8815
der	bv_doc_id__9_d57e8817
Bundesrat	bv_doc_id__9_d57e8819
einem	bv_doc_id__9_d57e8821
Gesetzesbeschluß	bv_doc_id__9_d57e8824
des	bv_doc_id__9_d57e8826
Bundestages	bv_doc_id__9_d57e8828
die	bv_doc_id__9_d57e8830
Genehmigung	bv_doc_id__9_d57e8832
verweigert	bv_doc_id__9_d57e8834
und	bv_doc_id__9_d57e8837
wiederholen	bv_doc_id__9_d57e8839
Bundestag	bv_doc_id__9_d57e8841
und	bv_doc_id__9_d57e8843
Bundesrat	bv_doc_id__9_d57e8845
ihre	bv_doc_id__9_d57e8847
ursprünglichen	bv_doc_id__9_d57e8850
Beschlüsse	bv_doc_id__9_d57e8852
<g/>
,	
so	bv_doc_id__9_d57e8856
hat	bv_doc_id__9_d57e8858
eine	bv_doc_id__9_d57e8860
Volksabstimmung	bv_doc_id__9_d57e8863
darüber	bv_doc_id__9_d57e8865
zu	bv_doc_id__9_d57e8867
entscheiden	bv_doc_id__9_d57e8869
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e8880
<g/>
)	
Nimmt	bv_doc_id__9_d57e8885
das	bv_doc_id__9_d57e8887
Bundesvolk	bv_doc_id__9_d57e8889
den	bv_doc_id__9_d57e8891
Gesetzesbeschluß	bv_doc_id__9_d57e8894
des	bv_doc_id__9_d57e8896
Bundestages	bv_doc_id__9_d57e8898
an	bv_doc_id__9_d57e8900
<g/>
,	
so	bv_doc_id__9_d57e8904
ist	bv_doc_id__9_d57e8907
dieser	bv_doc_id__9_d57e8909
ohne	bv_doc_id__9_d57e8911
Genehmigung	bv_doc_id__9_d57e8913
des	bv_doc_id__9_d57e8915
Bundesrates	bv_doc_id__9_d57e8917
vom	bv_doc_id__9_d57e8920
Bundespräsidenten	bv_doc_id__9_d57e8922
zu	bv_doc_id__9_d57e8924
beurkunden	bv_doc_id__9_d57e8926
<g/>
.	
<g/>
(	
3	bv_doc_id__9_d57e8939
<g/>
)	
Auf	bv_doc_id__9_d57e8944
diese	bv_doc_id__9_d57e8946
Volksabstimmungen	bv_doc_id__9_d57e8948
finden	bv_doc_id__9_d57e8951
die	bv_doc_id__9_d57e8953
Bestimmungen	bv_doc_id__9_d57e8955
der	bv_doc_id__9_d57e8957
Artikel	bv_doc_id__9_d57e8959
34	bv_doc_id__9_d57e8961
und	bv_doc_id__9_d57e8964
37	bv_doc_id__9_d57e8966
Anwendung	bv_doc_id__9_d57e8968
<g/>
.	
<g/>
(	
4	bv_doc_id__9_d57e8979
<g/>
)	
Ohne	bv_doc_id__9_d57e8984
Genehmigung	bv_doc_id__9_d57e8986
des	bv_doc_id__9_d57e8988
Bundesrates	bv_doc_id__9_d57e8990
ist	bv_doc_id__9_d57e8993
ein	bv_doc_id__9_d57e8995
Gesetzesbeschluß	bv_doc_id__9_d57e8997
des	bv_doc_id__9_d57e8999
Bundestages	bv_doc_id__9_d57e9001
auch	bv_doc_id__9_d57e9003
dann	bv_doc_id__9_d57e9006
vom	bv_doc_id__9_d57e9008
Bundespräsidenten	bv_doc_id__9_d57e9010
zu	bv_doc_id__9_d57e9012
beurkunden	bv_doc_id__9_d57e9014
und	bv_doc_id__9_d57e9016
kundzumachen	bv_doc_id__9_d57e9019
<g/>
,	
wenn	bv_doc_id__9_d57e9023
der	bv_doc_id__9_d57e9025
Bundesrat	bv_doc_id__9_d57e9027
diesem	bv_doc_id__9_d57e9029
Gesetzesbeschluß	bv_doc_id__9_d57e9032
in	bv_doc_id__9_d57e9034
der	bv_doc_id__9_d57e9036
vorgeschriebenen	bv_doc_id__9_d57e9038
Zeit	bv_doc_id__9_d57e9040
die	bv_doc_id__9_d57e9042
Genehmigung	bv_doc_id__9_d57e9045
weder	bv_doc_id__9_d57e9047
erteilt	bv_doc_id__9_d57e9049
noch	bv_doc_id__9_d57e9051
mit	bv_doc_id__9_d57e9053
Angabe	bv_doc_id__9_d57e9055
von	bv_doc_id__9_d57e9058
Gründen	bv_doc_id__9_d57e9060
verweigert	bv_doc_id__9_d57e9062
hat	bv_doc_id__9_d57e9064
<g/>
.	
Artikel	bv_doc_id__9_d57e8799
39.	bv_doc_id__9_d57e8801
<g/>
(	
1	bv_doc_id__9_d57e8810
<g/>
)	
Hat	bv_doc_id__9_d57e8815
der	bv_doc_id__9_d57e8817
Bundesrat	bv_doc_id__9_d57e8819
einem	bv_doc_id__9_d57e8821
Gesetzesbeschluß	bv_doc_id__9_d57e8824
des	bv_doc_id__9_d57e8826
Bundestages	bv_doc_id__9_d57e8828
die	bv_doc_id__9_d57e8830
Genehmigung	bv_doc_id__9_d57e8832
verweigert	bv_doc_id__9_d57e8834
und	bv_doc_id__9_d57e8837
wiederholen	bv_doc_id__9_d57e8839
Bundestag	bv_doc_id__9_d57e8841
und	bv_doc_id__9_d57e8843
Bundesrat	bv_doc_id__9_d57e8845
ihre	bv_doc_id__9_d57e8847
ursprünglichen	bv_doc_id__9_d57e8850
Beschlüsse	bv_doc_id__9_d57e8852
<g/>
,	
so	bv_doc_id__9_d57e8856
hat	bv_doc_id__9_d57e8858
eine	bv_doc_id__9_d57e8860
Volksabstimmung	bv_doc_id__9_d57e8863
darüber	bv_doc_id__9_d57e8865
zu	bv_doc_id__9_d57e8867
entscheiden	bv_doc_id__9_d57e8869
<g/>
.	
<g/>
(	
1	bv_doc_id__9_d57e8810
<g/>
)	
<g/>
(	
2	bv_doc_id__9_d57e8880
<g/>
)	
Nimmt	bv_doc_id__9_d57e8885
das	bv_doc_id__9_d57e8887
Bundesvolk	bv_doc_id__9_d57e8889
den	bv_doc_id__9_d57e8891
Gesetzesbeschluß	bv_doc_id__9_d57e8894
des	bv_doc_id__9_d57e8896
Bundestages	bv_doc_id__9_d57e8898
an	bv_doc_id__9_d57e8900
<g/>
,	
so	bv_doc_id__9_d57e8904
ist	bv_doc_id__9_d57e8907
dieser	bv_doc_id__9_d57e8909
ohne	bv_doc_id__9_d57e8911
Genehmigung	bv_doc_id__9_d57e8913
des	bv_doc_id__9_d57e8915
Bundesrates	bv_doc_id__9_d57e8917
vom	bv_doc_id__9_d57e8920
Bundespräsidenten	bv_doc_id__9_d57e8922
zu	bv_doc_id__9_d57e8924
beurkunden	bv_doc_id__9_d57e8926
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e8880
<g/>
)	
<g/>
(	
3	bv_doc_id__9_d57e8939
<g/>
)	
Auf	bv_doc_id__9_d57e8944
diese	bv_doc_id__9_d57e8946
Volksabstimmungen	bv_doc_id__9_d57e8948
finden	bv_doc_id__9_d57e8951
die	bv_doc_id__9_d57e8953
Bestimmungen	bv_doc_id__9_d57e8955
der	bv_doc_id__9_d57e8957
Artikel	bv_doc_id__9_d57e8959
34	bv_doc_id__9_d57e8961
und	bv_doc_id__9_d57e8964
37	bv_doc_id__9_d57e8966
Anwendung	bv_doc_id__9_d57e8968
<g/>
.	
<g/>
(	
3	bv_doc_id__9_d57e8939
<g/>
)	
<g/>
(	
4	bv_doc_id__9_d57e8979
<g/>
)	
Ohne	bv_doc_id__9_d57e8984
Genehmigung	bv_doc_id__9_d57e8986
des	bv_doc_id__9_d57e8988
Bundesrates	bv_doc_id__9_d57e8990
ist	bv_doc_id__9_d57e8993
ein	bv_doc_id__9_d57e8995
Gesetzesbeschluß	bv_doc_id__9_d57e8997
des	bv_doc_id__9_d57e8999
Bundestages	bv_doc_id__9_d57e9001
auch	bv_doc_id__9_d57e9003
dann	bv_doc_id__9_d57e9006
vom	bv_doc_id__9_d57e9008
Bundespräsidenten	bv_doc_id__9_d57e9010
zu	bv_doc_id__9_d57e9012
beurkunden	bv_doc_id__9_d57e9014
und	bv_doc_id__9_d57e9016
kundzumachen	bv_doc_id__9_d57e9019
<g/>
,	
wenn	bv_doc_id__9_d57e9023
der	bv_doc_id__9_d57e9025
Bundesrat	bv_doc_id__9_d57e9027
diesem	bv_doc_id__9_d57e9029
Gesetzesbeschluß	bv_doc_id__9_d57e9032
in	bv_doc_id__9_d57e9034
der	bv_doc_id__9_d57e9036
vorgeschriebenen	bv_doc_id__9_d57e9038
Zeit	bv_doc_id__9_d57e9040
die	bv_doc_id__9_d57e9042
Genehmigung	bv_doc_id__9_d57e9045
weder	bv_doc_id__9_d57e9047
erteilt	bv_doc_id__9_d57e9049
noch	bv_doc_id__9_d57e9051
mit	bv_doc_id__9_d57e9053
Angabe	bv_doc_id__9_d57e9055
von	bv_doc_id__9_d57e9058
Gründen	bv_doc_id__9_d57e9060
verweigert	bv_doc_id__9_d57e9062
hat	bv_doc_id__9_d57e9064
<g/>
.	
<g/>
(	
4	bv_doc_id__9_d57e8979
<g/>
)	
Artikel	bv_doc_id__9_d57e9074
40.	bv_doc_id__9_d57e9076
<g/>
(	
1	bv_doc_id__9_d57e9085
<g/>
)	
Das	bv_doc_id__9_d57e9090
verfassungsmäßige	bv_doc_id__9_d57e9092
Zustandekommen	bv_doc_id__9_d57e9094
der	bv_doc_id__9_d57e9096
Bundesgesetze	bv_doc_id__9_d57e9099
sowie	bv_doc_id__9_d57e9101
der	bv_doc_id__9_d57e9103
im	bv_doc_id__9_d57e9105
Artikel	bv_doc_id__9_d57e9107
17	bv_doc_id__9_d57e9109
<g/>
,	
Absatz	bv_doc_id__9_d57e9114
1	bv_doc_id__9_d57e9116
und	bv_doc_id__9_d57e9118
2	bv_doc_id__9_d57e9120
<g/>
,	
und	bv_doc_id__9_d57e9125
Artikel	bv_doc_id__9_d57e9127
18	bv_doc_id__9_d57e9129
erwähnten	bv_doc_id__9_d57e9131
Beschlüsse	bv_doc_id__9_d57e9133
des	bv_doc_id__9_d57e9135
Bundestages	bv_doc_id__9_d57e9138
und	bv_doc_id__9_d57e9140
des	bv_doc_id__9_d57e9142
Bundesrates	bv_doc_id__9_d57e9144
wird	bv_doc_id__9_d57e9146
durch	bv_doc_id__9_d57e9148
die	bv_doc_id__9_d57e9151
Unterschrift	bv_doc_id__9_d57e9153
des	bv_doc_id__9_d57e9155
Bundespräsidenten	bv_doc_id__9_d57e9157
beurkundet	bv_doc_id__9_d57e9159
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e9170
<g/>
)	
Diese	bv_doc_id__9_d57e9175
Beurkundung	bv_doc_id__9_d57e9177
ist	bv_doc_id__9_d57e9179
vom	bv_doc_id__9_d57e9181
Bundeskanzler	bv_doc_id__9_d57e9184
und	bv_doc_id__9_d57e9186
von	bv_doc_id__9_d57e9188
den	bv_doc_id__9_d57e9190
zuständigen	bv_doc_id__9_d57e9192
Bundesministern	bv_doc_id__9_d57e9194
gegenzuzeichnen	bv_doc_id__9_d57e9197
<g/>
.	
Artikel	bv_doc_id__9_d57e9074
40.	bv_doc_id__9_d57e9076
<g/>
(	
1	bv_doc_id__9_d57e9085
<g/>
)	
Das	bv_doc_id__9_d57e9090
verfassungsmäßige	bv_doc_id__9_d57e9092
Zustandekommen	bv_doc_id__9_d57e9094
der	bv_doc_id__9_d57e9096
Bundesgesetze	bv_doc_id__9_d57e9099
sowie	bv_doc_id__9_d57e9101
der	bv_doc_id__9_d57e9103
im	bv_doc_id__9_d57e9105
Artikel	bv_doc_id__9_d57e9107
17	bv_doc_id__9_d57e9109
<g/>
,	
Absatz	bv_doc_id__9_d57e9114
1	bv_doc_id__9_d57e9116
und	bv_doc_id__9_d57e9118
2	bv_doc_id__9_d57e9120
<g/>
,	
und	bv_doc_id__9_d57e9125
Artikel	bv_doc_id__9_d57e9127
18	bv_doc_id__9_d57e9129
erwähnten	bv_doc_id__9_d57e9131
Beschlüsse	bv_doc_id__9_d57e9133
des	bv_doc_id__9_d57e9135
Bundestages	bv_doc_id__9_d57e9138
und	bv_doc_id__9_d57e9140
des	bv_doc_id__9_d57e9142
Bundesrates	bv_doc_id__9_d57e9144
wird	bv_doc_id__9_d57e9146
durch	bv_doc_id__9_d57e9148
die	bv_doc_id__9_d57e9151
Unterschrift	bv_doc_id__9_d57e9153
des	bv_doc_id__9_d57e9155
Bundespräsidenten	bv_doc_id__9_d57e9157
beurkundet	bv_doc_id__9_d57e9159
<g/>
.	
<g/>
(	
1	bv_doc_id__9_d57e9085
<g/>
)	
<g/>
(	
2	bv_doc_id__9_d57e9170
<g/>
)	
Diese	bv_doc_id__9_d57e9175
Beurkundung	bv_doc_id__9_d57e9177
ist	bv_doc_id__9_d57e9179
vom	bv_doc_id__9_d57e9181
Bundeskanzler	bv_doc_id__9_d57e9184
und	bv_doc_id__9_d57e9186
von	bv_doc_id__9_d57e9188
den	bv_doc_id__9_d57e9190
zuständigen	bv_doc_id__9_d57e9192
Bundesministern	bv_doc_id__9_d57e9194
gegenzuzeichnen	bv_doc_id__9_d57e9197
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e9170
<g/>
)	
Artikel	bv_doc_id__9_d57e9207
41.	bv_doc_id__9_d57e9209
<g/>
(	
1	bv_doc_id__9_d57e9218
<g/>
)	
Die	bv_doc_id__9_d57e9223
Kundmachung	bv_doc_id__9_d57e9225
der	bv_doc_id__9_d57e9227
Bundesgesetze	bv_doc_id__9_d57e9229
erfolgt	bv_doc_id__9_d57e9232
mit	bv_doc_id__9_d57e9234
Berufung	bv_doc_id__9_d57e9236
auf	bv_doc_id__9_d57e9238
den	bv_doc_id__9_d57e9240
Beschluß	bv_doc_id__9_d57e9242
des	bv_doc_id__9_d57e9245
Bundestages	bv_doc_id__9_d57e9247
und	bv_doc_id__9_d57e9249
die	bv_doc_id__9_d57e9251
Genehmigung	bv_doc_id__9_d57e9253
des	bv_doc_id__9_d57e9255
Bundesrates	bv_doc_id__9_d57e9258
<g/>
,	
im	bv_doc_id__9_d57e9262
Falle	bv_doc_id__9_d57e9264
einer	bv_doc_id__9_d57e9266
Volksabstimmung	bv_doc_id__9_d57e9268
aber	bv_doc_id__9_d57e9271
lediglich	bv_doc_id__9_d57e9273
mit	bv_doc_id__9_d57e9275
Berufung	bv_doc_id__9_d57e9277
auf	bv_doc_id__9_d57e9279
deren	bv_doc_id__9_d57e9281
Ergebnis	bv_doc_id__9_d57e9284
<g/>
,	
im	bv_doc_id__9_d57e9288
Falle	bv_doc_id__9_d57e9290
des	bv_doc_id__9_d57e9292
Artikels	bv_doc_id__9_d57e9294
39	bv_doc_id__9_d57e9297
<g/>
,	
Absatz	bv_doc_id__9_d57e9301
4	bv_doc_id__9_d57e9303
<g/>
,	
lediglich	bv_doc_id__9_d57e9307
mit	bv_doc_id__9_d57e9310
Berufung	bv_doc_id__9_d57e9312
auf	bv_doc_id__9_d57e9314
den	bv_doc_id__9_d57e9316
Beschluß	bv_doc_id__9_d57e9318
des	bv_doc_id__9_d57e9320
Bundestages	bv_doc_id__9_d57e9323
unter	bv_doc_id__9_d57e9325
Anführung	bv_doc_id__9_d57e9327
dieser	bv_doc_id__9_d57e9329
Gesetzesstelle	bv_doc_id__9_d57e9331
<g/>
;	
die	bv_doc_id__9_d57e9336
Kundmachung	bv_doc_id__9_d57e9338
der	bv_doc_id__9_d57e9340
in	bv_doc_id__9_d57e9342
Artikel	bv_doc_id__9_d57e9344
17	bv_doc_id__9_d57e9346
<g/>
,	
Absatz	bv_doc_id__9_d57e9351
1	bv_doc_id__9_d57e9353
und	bv_doc_id__9_d57e9355
Artikel	bv_doc_id__9_d57e9357
18	bv_doc_id__9_d57e9359
erwähnten	bv_doc_id__9_d57e9362
Beschlüsse	bv_doc_id__9_d57e9364
des	bv_doc_id__9_d57e9366
Bundestages	bv_doc_id__9_d57e9368
mit	bv_doc_id__9_d57e9370
ausdrücklicher	bv_doc_id__9_d57e9372
Berufung	bv_doc_id__9_d57e9375
auf	bv_doc_id__9_d57e9377
den	bv_doc_id__9_d57e9379
Beschluß	bv_doc_id__9_d57e9381
des	bv_doc_id__9_d57e9383
Bundestages	bv_doc_id__9_d57e9385
<g/>
,	
die	bv_doc_id__9_d57e9390
Kundmachung	bv_doc_id__9_d57e9392
von	bv_doc_id__9_d57e9394
Staatsverträgen	bv_doc_id__9_d57e9396
<g/>
,	
die	bv_doc_id__9_d57e9401
der	bv_doc_id__9_d57e9403
Genehmigung	bv_doc_id__9_d57e9405
des	bv_doc_id__9_d57e9407
Bundestages	bv_doc_id__9_d57e9409
und	bv_doc_id__9_d57e9411
Bundesrates	bv_doc_id__9_d57e9414
bedürfen	bv_doc_id__9_d57e9416
<g/>
,	
mit	bv_doc_id__9_d57e9420
Berufung	bv_doc_id__9_d57e9422
auf	bv_doc_id__9_d57e9424
diese	bv_doc_id__9_d57e9427
Genehmigung	bv_doc_id__9_d57e9429
im	bv_doc_id__9_d57e9431
Bundesgesetzblatt	bv_doc_id__9_d57e9433
durch	bv_doc_id__9_d57e9435
den	bv_doc_id__9_d57e9437
Bundeskanzler	bv_doc_id__9_d57e9440
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e9451
<g/>
)	
Die	bv_doc_id__9_d57e9456
Bundesgesetze	bv_doc_id__9_d57e9458
sowie	bv_doc_id__9_d57e9460
die	bv_doc_id__9_d57e9462
im	bv_doc_id__9_d57e9465
Artikel	bv_doc_id__9_d57e9467
17	bv_doc_id__9_d57e9469
erwähnten	bv_doc_id__9_d57e9471
Beschlüsse	bv_doc_id__9_d57e9473
<g/>
,	
ebenso	bv_doc_id__9_d57e9478
Staatsverträge	bv_doc_id__9_d57e9480
<g/>
,	
die	bv_doc_id__9_d57e9484
vom	bv_doc_id__9_d57e9486
Bundestag	bv_doc_id__9_d57e9488
und	bv_doc_id__9_d57e9491
Bundesrat	bv_doc_id__9_d57e9493
genehmigt	bv_doc_id__9_d57e9495
sind	bv_doc_id__9_d57e9497
<g/>
(	
Artikel	bv_doc_id__9_d57e9501
17	bv_doc_id__9_d57e9504
<g/>
,	
Absatz	bv_doc_id__9_d57e9508
2	bv_doc_id__9_d57e9510
<g/>
),	
erlangen	bv_doc_id__9_d57e9514
erst	bv_doc_id__9_d57e9517
nach	bv_doc_id__9_d57e9519
der	bv_doc_id__9_d57e9521
Kundmachung	bv_doc_id__9_d57e9523
im	bv_doc_id__9_d57e9525
Bundesgesetzblatt	bv_doc_id__9_d57e9527
verbindende	bv_doc_id__9_d57e9530
Kraft	bv_doc_id__9_d57e9532
<g/>
.	
Artikel	bv_doc_id__9_d57e9207
41.	bv_doc_id__9_d57e9209
<g/>
(	
1	bv_doc_id__9_d57e9218
<g/>
)	
Die	bv_doc_id__9_d57e9223
Kundmachung	bv_doc_id__9_d57e9225
der	bv_doc_id__9_d57e9227
Bundesgesetze	bv_doc_id__9_d57e9229
erfolgt	bv_doc_id__9_d57e9232
mit	bv_doc_id__9_d57e9234
Berufung	bv_doc_id__9_d57e9236
auf	bv_doc_id__9_d57e9238
den	bv_doc_id__9_d57e9240
Beschluß	bv_doc_id__9_d57e9242
des	bv_doc_id__9_d57e9245
Bundestages	bv_doc_id__9_d57e9247
und	bv_doc_id__9_d57e9249
die	bv_doc_id__9_d57e9251
Genehmigung	bv_doc_id__9_d57e9253
des	bv_doc_id__9_d57e9255
Bundesrates	bv_doc_id__9_d57e9258
<g/>
,	
im	bv_doc_id__9_d57e9262
Falle	bv_doc_id__9_d57e9264
einer	bv_doc_id__9_d57e9266
Volksabstimmung	bv_doc_id__9_d57e9268
aber	bv_doc_id__9_d57e9271
lediglich	bv_doc_id__9_d57e9273
mit	bv_doc_id__9_d57e9275
Berufung	bv_doc_id__9_d57e9277
auf	bv_doc_id__9_d57e9279
deren	bv_doc_id__9_d57e9281
Ergebnis	bv_doc_id__9_d57e9284
<g/>
,	
im	bv_doc_id__9_d57e9288
Falle	bv_doc_id__9_d57e9290
des	bv_doc_id__9_d57e9292
Artikels	bv_doc_id__9_d57e9294
39	bv_doc_id__9_d57e9297
<g/>
,	
Absatz	bv_doc_id__9_d57e9301
4	bv_doc_id__9_d57e9303
<g/>
,	
lediglich	bv_doc_id__9_d57e9307
mit	bv_doc_id__9_d57e9310
Berufung	bv_doc_id__9_d57e9312
auf	bv_doc_id__9_d57e9314
den	bv_doc_id__9_d57e9316
Beschluß	bv_doc_id__9_d57e9318
des	bv_doc_id__9_d57e9320
Bundestages	bv_doc_id__9_d57e9323
unter	bv_doc_id__9_d57e9325
Anführung	bv_doc_id__9_d57e9327
dieser	bv_doc_id__9_d57e9329
Gesetzesstelle	bv_doc_id__9_d57e9331
<g/>
;	
die	bv_doc_id__9_d57e9336
Kundmachung	bv_doc_id__9_d57e9338
der	bv_doc_id__9_d57e9340
in	bv_doc_id__9_d57e9342
Artikel	bv_doc_id__9_d57e9344
17	bv_doc_id__9_d57e9346
<g/>
,	
Absatz	bv_doc_id__9_d57e9351
1	bv_doc_id__9_d57e9353
und	bv_doc_id__9_d57e9355
Artikel	bv_doc_id__9_d57e9357
18	bv_doc_id__9_d57e9359
erwähnten	bv_doc_id__9_d57e9362
Beschlüsse	bv_doc_id__9_d57e9364
des	bv_doc_id__9_d57e9366
Bundestages	bv_doc_id__9_d57e9368
mit	bv_doc_id__9_d57e9370
ausdrücklicher	bv_doc_id__9_d57e9372
Berufung	bv_doc_id__9_d57e9375
auf	bv_doc_id__9_d57e9377
den	bv_doc_id__9_d57e9379
Beschluß	bv_doc_id__9_d57e9381
des	bv_doc_id__9_d57e9383
Bundestages	bv_doc_id__9_d57e9385
<g/>
,	
die	bv_doc_id__9_d57e9390
Kundmachung	bv_doc_id__9_d57e9392
von	bv_doc_id__9_d57e9394
Staatsverträgen	bv_doc_id__9_d57e9396
<g/>
,	
die	bv_doc_id__9_d57e9401
der	bv_doc_id__9_d57e9403
Genehmigung	bv_doc_id__9_d57e9405
des	bv_doc_id__9_d57e9407
Bundestages	bv_doc_id__9_d57e9409
und	bv_doc_id__9_d57e9411
Bundesrates	bv_doc_id__9_d57e9414
bedürfen	bv_doc_id__9_d57e9416
<g/>
,	
mit	bv_doc_id__9_d57e9420
Berufung	bv_doc_id__9_d57e9422
auf	bv_doc_id__9_d57e9424
diese	bv_doc_id__9_d57e9427
Genehmigung	bv_doc_id__9_d57e9429
im	bv_doc_id__9_d57e9431
Bundesgesetzblatt	bv_doc_id__9_d57e9433
durch	bv_doc_id__9_d57e9435
den	bv_doc_id__9_d57e9437
Bundeskanzler	bv_doc_id__9_d57e9440
<g/>
.	
<g/>
(	
1	bv_doc_id__9_d57e9218
<g/>
)	
<g/>
(	
2	bv_doc_id__9_d57e9451
<g/>
)	
Die	bv_doc_id__9_d57e9456
Bundesgesetze	bv_doc_id__9_d57e9458
sowie	bv_doc_id__9_d57e9460
die	bv_doc_id__9_d57e9462
im	bv_doc_id__9_d57e9465
Artikel	bv_doc_id__9_d57e9467
17	bv_doc_id__9_d57e9469
erwähnten	bv_doc_id__9_d57e9471
Beschlüsse	bv_doc_id__9_d57e9473
<g/>
,	
ebenso	bv_doc_id__9_d57e9478
Staatsverträge	bv_doc_id__9_d57e9480
<g/>
,	
die	bv_doc_id__9_d57e9484
vom	bv_doc_id__9_d57e9486
Bundestag	bv_doc_id__9_d57e9488
und	bv_doc_id__9_d57e9491
Bundesrat	bv_doc_id__9_d57e9493
genehmigt	bv_doc_id__9_d57e9495
sind	bv_doc_id__9_d57e9497
<g/>
(	
Artikel	bv_doc_id__9_d57e9501
17	bv_doc_id__9_d57e9504
<g/>
,	
Absatz	bv_doc_id__9_d57e9508
2	bv_doc_id__9_d57e9510
<g/>
),	
erlangen	bv_doc_id__9_d57e9514
erst	bv_doc_id__9_d57e9517
nach	bv_doc_id__9_d57e9519
der	bv_doc_id__9_d57e9521
Kundmachung	bv_doc_id__9_d57e9523
im	bv_doc_id__9_d57e9525
Bundesgesetzblatt	bv_doc_id__9_d57e9527
verbindende	bv_doc_id__9_d57e9530
Kraft	bv_doc_id__9_d57e9532
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e9451
<g/>
)	
Artikel	bv_doc_id__9_d57e9542
42.	bv_doc_id__9_d57e9544
<g/>
(	
1	bv_doc_id__9_d57e9553
<g/>
)	
Die	bv_doc_id__9_d57e9558
verbindende	bv_doc_id__9_d57e9560
Kraft	bv_doc_id__9_d57e9562
der	bv_doc_id__9_d57e9564
im	bv_doc_id__9_d57e9567
Bundesgesetzblatt	bv_doc_id__9_d57e9569
kundgemachten	bv_doc_id__9_d57e9571
Bundesgesetze	bv_doc_id__9_d57e9573
beginnt	bv_doc_id__9_d57e9575
<g/>
,	
wenn	bv_doc_id__9_d57e9580
darin	bv_doc_id__9_d57e9582
nicht	bv_doc_id__9_d57e9584
ausdrücklich	bv_doc_id__9_d57e9586
eine	bv_doc_id__9_d57e9588
andere	bv_doc_id__9_d57e9590
Bestimmung	bv_doc_id__9_d57e9593
getroffen	bv_doc_id__9_d57e9595
wird	bv_doc_id__9_d57e9597
<g/>
,	
nach	bv_doc_id__9_d57e9601
Ablauf	bv_doc_id__9_d57e9603
des	bv_doc_id__9_d57e9606
Tages	bv_doc_id__9_d57e9608
<g/>
,	
an	bv_doc_id__9_d57e9612
dem	bv_doc_id__9_d57e9614
das	bv_doc_id__9_d57e9616
Stück	bv_doc_id__9_d57e9619
des	bv_doc_id__9_d57e9621
Bundesgesetzblattes	bv_doc_id__9_d57e9623
<g/>
,	
das	bv_doc_id__9_d57e9627
die	bv_doc_id__9_d57e9629
Kundmachung	bv_doc_id__9_d57e9632
enthält	bv_doc_id__9_d57e9634
<g/>
,	
herausgegeben	bv_doc_id__9_d57e9638
und	bv_doc_id__9_d57e9640
versendet	bv_doc_id__9_d57e9642
wird	bv_doc_id__9_d57e9645
<g/>
,	
und	bv_doc_id__9_d57e9649
erstreckt	bv_doc_id__9_d57e9651
sich	bv_doc_id__9_d57e9653
<g/>
,	
wenn	bv_doc_id__9_d57e9658
nicht	bv_doc_id__9_d57e9660
anderes	bv_doc_id__9_d57e9662
ausdrücklich	bv_doc_id__9_d57e9664
bestimmt	bv_doc_id__9_d57e9666
ist	bv_doc_id__9_d57e9668
<g/>
,	
auf	bv_doc_id__9_d57e9673
das	bv_doc_id__9_d57e9675
