<doc id="bv_doc_id__68" attrs="word lemma type">
Vorentwurf	bv_doc_id__68_d52e312
werden	bv_doc_id__68_d52e4518
<g/>
.	
Kein	bv_doc_id__68_d52e4523
Bundesbürger	bv_doc_id__68_d52e4525
darf	bv_doc_id__68_d52e4527
einer	bv_doc_id__68_d52e4529
ausländischen	bv_doc_id__68_d52e4531
Macht	bv_doc_id__68_d52e4534
ausgeliefert	bv_doc_id__68_d52e4536
werden	bv_doc_id__68_d52e4538
<g/>
.	
Eine	bv_doc_id__68_d52e4542
Handlung	bv_doc_id__68_d52e4544
darf	bv_doc_id__68_d52e4547
nur	bv_doc_id__68_d52e4549
dann	bv_doc_id__68_d52e4551
bestraft	bv_doc_id__68_d52e4553
werden	bv_doc_id__68_d52e4555
<g/>
,	
wenn	bv_doc_id__68_d52e4560
die	bv_doc_id__68_d52e4562
Strafbarkeit	bv_doc_id__68_d52e4564
gesetzlich	bv_doc_id__68_d52e4566
bestimmt	bv_doc_id__68_d52e4568
war	bv_doc_id__68_d52e4570
<g/>
,	
bevor	bv_doc_id__68_d52e4575
die	bv_doc_id__68_d52e4577
Handlung	bv_doc_id__68_d52e4579
begangen	bv_doc_id__68_d52e4581
worden	bv_doc_id__68_d52e4583
ist	bv_doc_id__68_d52e4586
<g/>
.	
Verletzt	bv_doc_id__68_d52e4590
ein	bv_doc_id__68_d52e4592
Richter	bv_doc_id__68_d52e4594
<g/>
,	
ein	bv_doc_id__68_d52e4599
öffentlich	bv_doc_id__68_d52e4601
Angestellter	bv_doc_id__68_d52e4603
oder	bv_doc_id__68_d52e4605
<g/>
,	
wer	bv_doc_id__68_d52e4609
sonst	bv_doc_id__68_d52e4612
auf	bv_doc_id__68_d52e4614
Grund	bv_doc_id__68_d52e4616
der	bv_doc_id__68_d52e4618
Gesetze	bv_doc_id__68_d52e4620
öffentlichrechtliche	bv_doc_id__68_d52e4622
Aufgaben	bv_doc_id__68_d52e4625
besorgt	bv_doc_id__68_d52e4627
<g/>
,	
das	bv_doc_id__68_d52e4631
Recht	bv_doc_id__68_d52e4633
oder	bv_doc_id__68_d52e4635
seine	bv_doc_id__68_d52e4638
Amtspflicht	bv_doc_id__68_d52e4640
<g/>
,	
so	bv_doc_id__68_d52e4644
haftet	bv_doc_id__68_d52e4646
der	bv_doc_id__68_d52e4648
Bund	bv_doc_id__68_d52e4651
oder	bv_doc_id__68_d52e4653
die	bv_doc_id__68_d52e4655
Körperschaft	bv_doc_id__68_d52e4657
<g/>
,	
in	bv_doc_id__68_d52e4661
deren	bv_doc_id__68_d52e4664
Auftrag	bv_doc_id__68_d52e4666
der	bv_doc_id__68_d52e4668
Betreffende	bv_doc_id__68_d52e4670
handelt	bv_doc_id__68_d52e4672
<g/>
,	
für	bv_doc_id__68_d52e4677
den	bv_doc_id__68_d52e4679
Schaden	bv_doc_id__68_d52e4681
<g/>
.	
Der	bv_doc_id__68_d52e4685
Ersatzanspruch	bv_doc_id__68_d52e4687
ist	bv_doc_id__68_d52e4690
im	bv_doc_id__68_d52e4692
ordentlichen	bv_doc_id__68_d52e4694
Rechtswege	bv_doc_id__68_d52e4696
geltend	bv_doc_id__68_d52e4698
zu	bv_doc_id__68_d52e4700
machen	bv_doc_id__68_d52e4703
<g/>
.	
Art.	bv_doc_id__68_d52e4713
19.	bv_doc_id__68_d52e4715
Freiheit	bv_doc_id__68_d52e4722
der	bv_doc_id__68_d52e4724
Meinungsäußerung	bv_doc_id__68_d52e4726
<g/>
.	
Jeder	bv_doc_id__68_d52e4731
Staatsbürger	bv_doc_id__68_d52e4733
hat	bv_doc_id__68_d52e4735
das	bv_doc_id__68_d52e4737
Recht	bv_doc_id__68_d52e4740
<g/>
,	
seine	bv_doc_id__68_d52e4744
Meinung	bv_doc_id__68_d52e4746
frei	bv_doc_id__68_d52e4748
zu	bv_doc_id__68_d52e4750
äußern	bv_doc_id__68_d52e4753
<g/>
,	
bleibt	bv_doc_id__68_d52e4757
aber	bv_doc_id__68_d52e4759
verantwortlich	bv_doc_id__68_d52e4761
<g/>
,	
wenn	bv_doc_id__68_d52e4766
er	bv_doc_id__68_d52e4768
Strafgesetze	bv_doc_id__68_d52e4770
übertritt	bv_doc_id__68_d52e4772
<g/>
.	
Die	bv_doc_id__68_d52e4776
Preßfreiheit	bv_doc_id__68_d52e4779
darf	bv_doc_id__68_d52e4781
durch	bv_doc_id__68_d52e4783
vorbeugende	bv_doc_id__68_d52e4785
Maßregeln	bv_doc_id__68_d52e4787
und	bv_doc_id__68_d52e4789
Verwaltungsmaßnahmen	bv_doc_id__68_d52e4792
nicht	bv_doc_id__68_d52e4794
beschränkt	bv_doc_id__68_d52e4796
werden	bv_doc_id__68_d52e4798
<g/>
.	
Nur	bv_doc_id__68_d52e4802
zur	bv_doc_id__68_d52e4805
Bekämpfung	bv_doc_id__68_d52e4807
der	bv_doc_id__68_d52e4809
Schundliteratur	bv_doc_id__68_d52e4811
und	bv_doc_id__68_d52e4813
ähnlicher	bv_doc_id__68_d52e4815
Erzeugnisse	bv_doc_id__68_d52e4818
und	bv_doc_id__68_d52e4820
zum	bv_doc_id__68_d52e4822
Schutze	bv_doc_id__68_d52e4824
der	bv_doc_id__68_d52e4826
Jugend	bv_doc_id__68_d52e4828
bei	bv_doc_id__68_d52e4831
öffentlichen	bv_doc_id__68_d52e4833
Schaustellungen	bv_doc_id__68_d52e4835
sind	bv_doc_id__68_d52e4837
Beschränkungen	bv_doc_id__68_d52e4839
durch	bv_doc_id__68_d52e4841
besondere	bv_doc_id__68_d52e4844
Bundesgesetze	bv_doc_id__68_d52e4846
zulässig	bv_doc_id__68_d52e4848
<g/>
.	
Über	bv_doc_id__68_d52e4852
Preßdelikte	bv_doc_id__68_d52e4854
<g/>
,	
die	bv_doc_id__68_d52e4859
von	bv_doc_id__68_d52e4861
Amts	bv_doc_id__68_d52e4863
wegen	bv_doc_id__68_d52e4865
verfolgt	bv_doc_id__68_d52e4867
werden	bv_doc_id__68_d52e4870
<g/>
,	
haben	bv_doc_id__68_d52e4874
Gerichte	bv_doc_id__68_d52e4876
zu	bv_doc_id__68_d52e4878
urteilen	bv_doc_id__68_d52e4880
<g/>
,	
bei	bv_doc_id__68_d52e4885
denen	bv_doc_id__68_d52e4887
Laien	bv_doc_id__68_d52e4889
mitentscheiden	bv_doc_id__68_d52e4891
<g/>
.	
Art.	bv_doc_id__68_d52e4713
19.	bv_doc_id__68_d52e4715
Freiheit	bv_doc_id__68_d52e4722
der	bv_doc_id__68_d52e4724
Meinungsäußerung	bv_doc_id__68_d52e4726
<g/>
.	
Jeder	bv_doc_id__68_d52e4731
Staatsbürger	bv_doc_id__68_d52e4733
hat	bv_doc_id__68_d52e4735
das	bv_doc_id__68_d52e4737
Recht	bv_doc_id__68_d52e4740
<g/>
,	
seine	bv_doc_id__68_d52e4744
Meinung	bv_doc_id__68_d52e4746
frei	bv_doc_id__68_d52e4748
zu	bv_doc_id__68_d52e4750
äußern	bv_doc_id__68_d52e4753
<g/>
,	
bleibt	bv_doc_id__68_d52e4757
aber	bv_doc_id__68_d52e4759
verantwortlich	bv_doc_id__68_d52e4761
<g/>
,	
wenn	bv_doc_id__68_d52e4766
er	bv_doc_id__68_d52e4768
Strafgesetze	bv_doc_id__68_d52e4770
übertritt	bv_doc_id__68_d52e4772
<g/>
.	
Die	bv_doc_id__68_d52e4776
Preßfreiheit	bv_doc_id__68_d52e4779
darf	bv_doc_id__68_d52e4781
durch	bv_doc_id__68_d52e4783
vorbeugende	bv_doc_id__68_d52e4785
Maßregeln	bv_doc_id__68_d52e4787
und	bv_doc_id__68_d52e4789
Verwaltungsmaßnahmen	bv_doc_id__68_d52e4792
nicht	bv_doc_id__68_d52e4794
beschränkt	bv_doc_id__68_d52e4796
werden	bv_doc_id__68_d52e4798
<g/>
.	
Nur	bv_doc_id__68_d52e4802
zur	bv_doc_id__68_d52e4805
Bekämpfung	bv_doc_id__68_d52e4807
der	bv_doc_id__68_d52e4809
Schundliteratur	bv_doc_id__68_d52e4811
und	bv_doc_id__68_d52e4813
ähnlicher	bv_doc_id__68_d52e4815
Erzeugnisse	bv_doc_id__68_d52e4818
und	bv_doc_id__68_d52e4820
zum	bv_doc_id__68_d52e4822
Schutze	bv_doc_id__68_d52e4824
der	bv_doc_id__68_d52e4826
Jugend	bv_doc_id__68_d52e4828
bei	bv_doc_id__68_d52e4831
öffentlichen	bv_doc_id__68_d52e4833
Schaustellungen	bv_doc_id__68_d52e4835
sind	bv_doc_id__68_d52e4837
Beschränkungen	bv_doc_id__68_d52e4839
durch	bv_doc_id__68_d52e4841
besondere	bv_doc_id__68_d52e4844
Bundesgesetze	bv_doc_id__68_d52e4846
zulässig	bv_doc_id__68_d52e4848
<g/>
.	
Über	bv_doc_id__68_d52e4852
Preßdelikte	bv_doc_id__68_d52e4854
<g/>
,	
die	bv_doc_id__68_d52e4859
von	bv_doc_id__68_d52e4861
Amts	bv_doc_id__68_d52e4863
wegen	bv_doc_id__68_d52e4865
verfolgt	bv_doc_id__68_d52e4867
werden	bv_doc_id__68_d52e4870
<g/>
,	
haben	bv_doc_id__68_d52e4874
Gerichte	bv_doc_id__68_d52e4876
zu	bv_doc_id__68_d52e4878
urteilen	bv_doc_id__68_d52e4880
<g/>
,	
bei	bv_doc_id__68_d52e4885
denen	bv_doc_id__68_d52e4887
Laien	bv_doc_id__68_d52e4889
mitentscheiden	bv_doc_id__68_d52e4891
<g/>
.	
Art.	bv_doc_id__68_d52e4901
20.	bv_doc_id__68_d52e4903
Versammlungsfreiheit	bv_doc_id__68_d52e4910
<g/>
.	
Alle	bv_doc_id__68_d52e4915
Staatsbürger	bv_doc_id__68_d52e4917
haben	bv_doc_id__68_d52e4919
das	bv_doc_id__68_d52e4921
Recht	bv_doc_id__68_d52e4924
<g/>
,	
sich	bv_doc_id__68_d52e4928
unbewaffnet	bv_doc_id__68_d52e4930
zu	bv_doc_id__68_d52e4932
versammeln	bv_doc_id__68_d52e4934
<g/>
.	
Versammlungen	bv_doc_id__68_d52e4939
unter	bv_doc_id__68_d52e4941
freiem	bv_doc_id__68_d52e4943
Himmel	bv_doc_id__68_d52e4945
bedürfen	bv_doc_id__68_d52e4947
der	bv_doc_id__68_d52e4950
Anmeldung	bv_doc_id__68_d52e4952
und	bv_doc_id__68_d52e4954
können	bv_doc_id__68_d52e4956
bei	bv_doc_id__68_d52e4958
Gefahr	bv_doc_id__68_d52e4960
für	bv_doc_id__68_d52e4963
die	bv_doc_id__68_d52e4965
öffentliche	bv_doc_id__68_d52e4967
Sicherheit	bv_doc_id__68_d52e4969
verboten	bv_doc_id__68_d52e4971
werden	bv_doc_id__68_d52e4973
<g/>
.	
<g/>
-	
5	bv_doc_id__68_d52e4983
<g/>
-	
Art.	bv_doc_id__68_d52e4901
20.	bv_doc_id__68_d52e4903
Versammlungsfreiheit	bv_doc_id__68_d52e4910
<g/>
.	
Alle	bv_doc_id__68_d52e4915
Staatsbürger	bv_doc_id__68_d52e4917
haben	bv_doc_id__68_d52e4919
das	bv_doc_id__68_d52e4921
Recht	bv_doc_id__68_d52e4924
<g/>
,	
sich	bv_doc_id__68_d52e4928
unbewaffnet	bv_doc_id__68_d52e4930
zu	bv_doc_id__68_d52e4932
versammeln	bv_doc_id__68_d52e4934
<g/>
.	
Versammlungen	bv_doc_id__68_d52e4939
unter	bv_doc_id__68_d52e4941
freiem	bv_doc_id__68_d52e4943
Himmel	bv_doc_id__68_d52e4945
bedürfen	bv_doc_id__68_d52e4947
der	bv_doc_id__68_d52e4950
Anmeldung	bv_doc_id__68_d52e4952
und	bv_doc_id__68_d52e4954
können	bv_doc_id__68_d52e4956
bei	bv_doc_id__68_d52e4958
Gefahr	bv_doc_id__68_d52e4960
für	bv_doc_id__68_d52e4963
die	bv_doc_id__68_d52e4965
öffentliche	bv_doc_id__68_d52e4967
Sicherheit	bv_doc_id__68_d52e4969
verboten	bv_doc_id__68_d52e4971
werden	bv_doc_id__68_d52e4973
<g/>
.	
<g/>
-	
5	bv_doc_id__68_d52e4983
<g/>
-	
Art.	bv_doc_id__68_d52e4996
21.	bv_doc_id__68_d52e4998
Freiheit	bv_doc_id__68_d52e5005
der	bv_doc_id__68_d52e5007
Vereinsbildung	bv_doc_id__68_d52e5009
<g/>
.	
Alle	bv_doc_id__68_d52e5014
Staatsbürger	bv_doc_id__68_d52e5016
haben	bv_doc_id__68_d52e5018
das	bv_doc_id__68_d52e5020
Recht	bv_doc_id__68_d52e5023
<g/>
,	
Vereine	bv_doc_id__68_d52e5027
oder	bv_doc_id__68_d52e5029
Gesellschaften	bv_doc_id__68_d52e5031
zu	bv_doc_id__68_d52e5033
bilden	bv_doc_id__68_d52e5036
<g/>
,	
sofern	bv_doc_id__68_d52e5040
deren	bv_doc_id__68_d52e5042
Zweck	bv_doc_id__68_d52e5044
den	bv_doc_id__68_d52e5046
Strafgesetzen	bv_doc_id__68_d52e5049
nicht	bv_doc_id__68_d52e5051
zuwiderläuft	bv_doc_id__68_d52e5053
<g/>
.	
Der	bv_doc_id__68_d52e5057
Verein	bv_doc_id__68_d52e5059
erwirbt	bv_doc_id__68_d52e5062
die	bv_doc_id__68_d52e5064
Rechtsfähigkeit	bv_doc_id__68_d52e5066
gemäß	bv_doc_id__68_d52e5068
den	bv_doc_id__68_d52e5070
Vorschriften	bv_doc_id__68_d52e5072
des	bv_doc_id__68_d52e5075
bürgerlichen	bv_doc_id__68_d52e5077
Rechtes	bv_doc_id__68_d52e5079
<g/>
.	
Die	bv_doc_id__68_d52e5083
Bewilligung	bv_doc_id__68_d52e5085
einer	bv_doc_id__68_d52e5088
Verwaltungsbehörde	bv_doc_id__68_d52e5090
ist	bv_doc_id__68_d52e5092
nicht	bv_doc_id__68_d52e5094
erforderlich	bv_doc_id__68_d52e5096
<g/>
.	
Sofern	bv_doc_id__68_d52e5101
Vereine	bv_doc_id__68_d52e5103
oder	bv_doc_id__68_d52e5105
Gesellschaften	bv_doc_id__68_d52e5107
gewinnbringende	bv_doc_id__68_d52e5109
Zwecke	bv_doc_id__68_d52e5111
verfolgen	bv_doc_id__68_d52e5114
<g/>
,	
sind	bv_doc_id__68_d52e5118
gesetzliche	bv_doc_id__68_d52e5120
Ausnahmen	bv_doc_id__68_d52e5122
möglich	bv_doc_id__68_d52e5124
<g/>
.	
Art.	bv_doc_id__68_d52e4996
21.	bv_doc_id__68_d52e4998
Freiheit	bv_doc_id__68_d52e5005
der	bv_doc_id__68_d52e5007
Vereinsbildung	bv_doc_id__68_d52e5009
<g/>
.	
Alle	bv_doc_id__68_d52e5014
Staatsbürger	bv_doc_id__68_d52e5016
haben	bv_doc_id__68_d52e5018
das	bv_doc_id__68_d52e5020
Recht	bv_doc_id__68_d52e5023
<g/>
,	
Vereine	bv_doc_id__68_d52e5027
oder	bv_doc_id__68_d52e5029
Gesellschaften	bv_doc_id__68_d52e5031
zu	bv_doc_id__68_d52e5033
bilden	bv_doc_id__68_d52e5036
<g/>
,	
sofern	bv_doc_id__68_d52e5040
deren	bv_doc_id__68_d52e5042
Zweck	bv_doc_id__68_d52e5044
den	bv_doc_id__68_d52e5046
Strafgesetzen	bv_doc_id__68_d52e5049
nicht	bv_doc_id__68_d52e5051
zuwiderläuft	bv_doc_id__68_d52e5053
<g/>
.	
Der	bv_doc_id__68_d52e5057
Verein	bv_doc_id__68_d52e5059
erwirbt	bv_doc_id__68_d52e5062
die	bv_doc_id__68_d52e5064
Rechtsfähigkeit	bv_doc_id__68_d52e5066
gemäß	bv_doc_id__68_d52e5068
den	bv_doc_id__68_d52e5070
Vorschriften	bv_doc_id__68_d52e5072
des	bv_doc_id__68_d52e5075
bürgerlichen	bv_doc_id__68_d52e5077
Rechtes	bv_doc_id__68_d52e5079
<g/>
.	
Die	bv_doc_id__68_d52e5083
Bewilligung	bv_doc_id__68_d52e5085
einer	bv_doc_id__68_d52e5088
Verwaltungsbehörde	bv_doc_id__68_d52e5090
ist	bv_doc_id__68_d52e5092
nicht	bv_doc_id__68_d52e5094
erforderlich	bv_doc_id__68_d52e5096
<g/>
.	
Sofern	bv_doc_id__68_d52e5101
Vereine	bv_doc_id__68_d52e5103
oder	bv_doc_id__68_d52e5105
Gesellschaften	bv_doc_id__68_d52e5107
gewinnbringende	bv_doc_id__68_d52e5109
Zwecke	bv_doc_id__68_d52e5111
verfolgen	bv_doc_id__68_d52e5114
<g/>
,	
sind	bv_doc_id__68_d52e5118
gesetzliche	bv_doc_id__68_d52e5120
Ausnahmen	bv_doc_id__68_d52e5122
möglich	bv_doc_id__68_d52e5124
<g/>
.	
Art.	bv_doc_id__68_d52e5135
22.	bv_doc_id__68_d52e5137
Wahlrecht	bv_doc_id__68_d52e5144
<g/>
.	
Jeder	bv_doc_id__68_d52e5149
volljährige	bv_doc_id__68_d52e5151
<g/>
,	
geistig	bv_doc_id__68_d52e5155
gesunde	bv_doc_id__68_d52e5158
und	bv_doc_id__68_d52e5160
vollberechtigte	bv_doc_id__68_d52e5162
Staatsbürger	bv_doc_id__68_d52e5164
(Art.	bv_doc_id__68_d52e5166
12	bv_doc_id__68_d52e5168
<g/>
)	
hat	bv_doc_id__68_d52e5173
das	bv_doc_id__68_d52e5175
Recht	bv_doc_id__68_d52e5177
<g/>
,	
an	bv_doc_id__68_d52e5181
der	bv_doc_id__68_d52e5184
gesetzgebenden	bv_doc_id__68_d52e5186
Gewalt	bv_doc_id__68_d52e5188
und	bv_doc_id__68_d52e5190
an	bv_doc_id__68_d52e5192
der	bv_doc_id__68_d52e5194
Verwaltung	bv_doc_id__68_d52e5197
nach	bv_doc_id__68_d52e5199
Maßgabe	bv_doc_id__68_d52e5201
der	bv_doc_id__68_d52e5203
Gesetze	bv_doc_id__68_d52e5205
mitzuwirken	bv_doc_id__68_d52e5207
<g/>
.	
Er	bv_doc_id__68_d52e5212
hat	bv_doc_id__68_d52e5214
in	bv_doc_id__68_d52e5216
die	bv_doc_id__68_d52e5218
politischen	bv_doc_id__68_d52e5220
Vertretungskörper	bv_doc_id__68_d52e5223
das	bv_doc_id__68_d52e5225
aktive	bv_doc_id__68_d52e5227
Wahlrecht	bv_doc_id__68_d52e5229
<g/>
,	
bei	bv_doc_id__68_d52e5233
Erreichung	bv_doc_id__68_d52e5236
des	bv_doc_id__68_d52e5238
30.	bv_doc_id__68_d52e5240
Lebensjahres	bv_doc_id__68_d52e5242
wird	bv_doc_id__68_d52e5244
er	bv_doc_id__68_d52e5246
in	bv_doc_id__68_d52e5249
Landtag	bv_doc_id__68_d52e5251
und	bv_doc_id__68_d52e5253
Bundestag	bv_doc_id__68_d52e5255
wählbar	bv_doc_id__68_d52e5257
<g/>
.	
Wahlschutz	bv_doc_id__68_d52e5262
und	bv_doc_id__68_d52e5264
Wahlgeheimnis	bv_doc_id__68_d52e5266
wird	bv_doc_id__68_d52e5268
gewährleistet	bv_doc_id__68_d52e5270
<g/>
.	
Die	bv_doc_id__68_d52e5275
Wahlpflicht	bv_doc_id__68_d52e5277
kann	bv_doc_id__68_d52e5279
durch	bv_doc_id__68_d52e5281
besondere	bv_doc_id__68_d52e5283
Bundes-	bv_doc_id__68_d52e5285
oder	bv_doc_id__68_d52e5288
Landesgesetze	bv_doc_id__68_d52e5290
eingeführt	bv_doc_id__68_d52e5292
werden	bv_doc_id__68_d52e5294
<g/>
.	
Art.	bv_doc_id__68_d52e5135
22.	bv_doc_id__68_d52e5137
Wahlrecht	bv_doc_id__68_d52e5144
<g/>
.	
Jeder	bv_doc_id__68_d52e5149
volljährige	bv_doc_id__68_d52e5151
<g/>
,	
geistig	bv_doc_id__68_d52e5155
gesunde	bv_doc_id__68_d52e5158
und	bv_doc_id__68_d52e5160
vollberechtigte	bv_doc_id__68_d52e5162
Staatsbürger	bv_doc_id__68_d52e5164
(Art.	bv_doc_id__68_d52e5166
12	bv_doc_id__68_d52e5168
<g/>
)	
hat	bv_doc_id__68_d52e5173
das	bv_doc_id__68_d52e5175
Recht	bv_doc_id__68_d52e5177
<g/>
,	
an	bv_doc_id__68_d52e5181
der	bv_doc_id__68_d52e5184
gesetzgebenden	bv_doc_id__68_d52e5186
Gewalt	bv_doc_id__68_d52e5188
und	bv_doc_id__68_d52e5190
an	bv_doc_id__68_d52e5192
der	bv_doc_id__68_d52e5194
Verwaltung	bv_doc_id__68_d52e5197
nach	bv_doc_id__68_d52e5199
Maßgabe	bv_doc_id__68_d52e5201
der	bv_doc_id__68_d52e5203
Gesetze	bv_doc_id__68_d52e5205
mitzuwirken	bv_doc_id__68_d52e5207
<g/>
.	
Er	bv_doc_id__68_d52e5212
hat	bv_doc_id__68_d52e5214
in	bv_doc_id__68_d52e5216
die	bv_doc_id__68_d52e5218
politischen	bv_doc_id__68_d52e5220
Vertretungskörper	bv_doc_id__68_d52e5223
das	bv_doc_id__68_d52e5225
aktive	bv_doc_id__68_d52e5227
Wahlrecht	bv_doc_id__68_d52e5229
<g/>
,	
bei	bv_doc_id__68_d52e5233
Erreichung	bv_doc_id__68_d52e5236
des	bv_doc_id__68_d52e5238
30.	bv_doc_id__68_d52e5240
Lebensjahres	bv_doc_id__68_d52e5242
wird	bv_doc_id__68_d52e5244
er	bv_doc_id__68_d52e5246
in	bv_doc_id__68_d52e5249
Landtag	bv_doc_id__68_d52e5251
und	bv_doc_id__68_d52e5253
Bundestag	bv_doc_id__68_d52e5255
wählbar	bv_doc_id__68_d52e5257
<g/>
.	
Wahlschutz	bv_doc_id__68_d52e5262
und	bv_doc_id__68_d52e5264
Wahlgeheimnis	bv_doc_id__68_d52e5266
wird	bv_doc_id__68_d52e5268
gewährleistet	bv_doc_id__68_d52e5270
<g/>
.	
Die	bv_doc_id__68_d52e5275
Wahlpflicht	bv_doc_id__68_d52e5277
kann	bv_doc_id__68_d52e5279
durch	bv_doc_id__68_d52e5281
besondere	bv_doc_id__68_d52e5283
Bundes-	bv_doc_id__68_d52e5285
oder	bv_doc_id__68_d52e5288
Landesgesetze	bv_doc_id__68_d52e5290
eingeführt	bv_doc_id__68_d52e5292
werden	bv_doc_id__68_d52e5294
<g/>
.	
Art.	bv_doc_id__68_d52e5304
23.	bv_doc_id__68_d52e5306
Petitionsrecht	bv_doc_id__68_d52e5313
<g/>
.	
Jeder	bv_doc_id__68_d52e5318
Staatsbürger	bv_doc_id__68_d52e5320
hat	bv_doc_id__68_d52e5322
das	bv_doc_id__68_d52e5324
Recht	bv_doc_id__68_d52e5327
<g/>
,	
sich	bv_doc_id__68_d52e5331
mit	bv_doc_id__68_d52e5333
Bitten	bv_doc_id__68_d52e5335
und	bv_doc_id__68_d52e5337
Beschwerden	bv_doc_id__68_d52e5340
an	bv_doc_id__68_d52e5342
die	bv_doc_id__68_d52e5344
zuständige	bv_doc_id__68_d52e5346
Behörde	bv_doc_id__68_d52e5348
oder	bv_doc_id__68_d52e5350
an	bv_doc_id__68_d52e5353
die	bv_doc_id__68_d52e5355
Volksvertretung	bv_doc_id__68_d52e5357
zu	bv_doc_id__68_d52e5359
wenden	bv_doc_id__68_d52e5361
<g/>
.	
Mehrere	bv_doc_id__68_d52e5366
zusammen	bv_doc_id__68_d52e5368
können	bv_doc_id__68_d52e5370
dieses	bv_doc_id__68_d52e5372
Recht	bv_doc_id__68_d52e5374
nur	bv_doc_id__68_d52e5376
schriftlich	bv_doc_id__68_d52e5379
oder	bv_doc_id__68_d52e5381
durch	bv_doc_id__68_d52e5383
Abgesandte	bv_doc_id__68_d52e5385
ausüben	bv_doc_id__68_d52e5387
<g/>
.	
Art.	bv_doc_id__68_d52e5304
23.	bv_doc_id__68_d52e5306
Petitionsrecht	bv_doc_id__68_d52e5313
<g/>
.	
Jeder	bv_doc_id__68_d52e5318
Staatsbürger	bv_doc_id__68_d52e5320
hat	bv_doc_id__68_d52e5322
das	bv_doc_id__68_d52e5324
Recht	bv_doc_id__68_d52e5327
<g/>
,	
sich	bv_doc_id__68_d52e5331
mit	bv_doc_id__68_d52e5333
Bitten	bv_doc_id__68_d52e5335
und	bv_doc_id__68_d52e5337
Beschwerden	bv_doc_id__68_d52e5340
an	bv_doc_id__68_d52e5342
die	bv_doc_id__68_d52e5344
zuständige	bv_doc_id__68_d52e5346
Behörde	bv_doc_id__68_d52e5348
oder	bv_doc_id__68_d52e5350
an	bv_doc_id__68_d52e5353
die	bv_doc_id__68_d52e5355
Volksvertretung	bv_doc_id__68_d52e5357
zu	bv_doc_id__68_d52e5359
wenden	bv_doc_id__68_d52e5361
<g/>
.	
Mehrere	bv_doc_id__68_d52e5366
zusammen	bv_doc_id__68_d52e5368
können	bv_doc_id__68_d52e5370
dieses	bv_doc_id__68_d52e5372
Recht	bv_doc_id__68_d52e5374
nur	bv_doc_id__68_d52e5376
schriftlich	bv_doc_id__68_d52e5379
oder	bv_doc_id__68_d52e5381
durch	bv_doc_id__68_d52e5383
Abgesandte	bv_doc_id__68_d52e5385
ausüben	bv_doc_id__68_d52e5387
<g/>
.	
Art.	bv_doc_id__68_d52e5397
24.	bv_doc_id__68_d52e5399
Glaubensfreiheit	bv_doc_id__68_d52e5406
<g/>
.	
Jeder	bv_doc_id__68_d52e5411
Staatsbürger	bv_doc_id__68_d52e5413
hat	bv_doc_id__68_d52e5415
volle	bv_doc_id__68_d52e5417
Glaubens=	bv_doc_id__68_d52e5420
und	bv_doc_id__68_d52e5422
Gewissensfreiheit	bv_doc_id__68_d52e5424
<g/>
.	
Die	bv_doc_id__68_d52e5428
Auskunftspflicht	bv_doc_id__68_d52e5430
gegenüber	bv_doc_id__68_d52e5433
der	bv_doc_id__68_d52e5435
Behörde	bv_doc_id__68_d52e5437
wird	bv_doc_id__68_d52e5439
dadurch	bv_doc_id__68_d52e5441
nicht	bv_doc_id__68_d52e5443
berührt	bv_doc_id__68_d52e5446
<g/>
.	
Die	bv_doc_id__68_d52e5450
gemeinsame	bv_doc_id__68_d52e5452
häusliche	bv_doc_id__68_d52e5454
und	bv_doc_id__68_d52e5456
öffentliche	bv_doc_id__68_d52e5459
Religionsübung	bv_doc_id__68_d52e5461
ist	bv_doc_id__68_d52e5463
nicht	bv_doc_id__68_d52e5465
beschränkt	bv_doc_id__68_d52e5467
und	bv_doc_id__68_d52e5469
steht	bv_doc_id__68_d52e5472
gegen	bv_doc_id__68_d52e5474
Störung	bv_doc_id__68_d52e5476
unter	bv_doc_id__68_d52e5478
staatlichem	bv_doc_id__68_d52e5480
Schutz	bv_doc_id__68_d52e5482
<g/>
.	
Verbrechen	bv_doc_id__68_d52e5487
und	bv_doc_id__68_d52e5489
Vergehen	bv_doc_id__68_d52e5491
<g/>
,	
welche	bv_doc_id__68_d52e5495
bei	bv_doc_id__68_d52e5498
Ausübung	bv_doc_id__68_d52e5500
dieser	bv_doc_id__68_d52e5502
Freiheit	bv_doc_id__68_d52e5504
begangen	bv_doc_id__68_d52e5506
werden	bv_doc_id__68_d52e5508
<g/>
,	
sind	bv_doc_id__68_d52e5513
nach	bv_doc_id__68_d52e5515
dem	bv_doc_id__68_d52e5517
Gesetze	bv_doc_id__68_d52e5519
zu	bv_doc_id__68_d52e5521
bestrafen	bv_doc_id__68_d52e5524
<g/>
.	
Die	bv_doc_id__68_d52e5528
Freiheit	bv_doc_id__68_d52e5530
der	bv_doc_id__68_d52e5532
Vereinigung	bv_doc_id__68_d52e5534
zu	bv_doc_id__68_d52e5537
Religionsgesellschaften	bv_doc_id__68_d52e5539
wird	bv_doc_id__68_d52e5541
gewährleisten	bv_doc_id__68_d52e5543
<g/>
.	
Neue	bv_doc_id__68_d52e5547
religiöse	bv_doc_id__68_d52e5550
Gesellschaften	bv_doc_id__68_d52e5552
können	bv_doc_id__68_d52e5554
sich	bv_doc_id__68_d52e5556
frei	bv_doc_id__68_d52e5558
