<doc id="bv_doc_id__21" attrs="word lemma type">
Fassung	bv_doc_id__21_d12e331
Nationalrates	bv_doc_id__21_d12e7883
erfolgt	bv_doc_id__21_d12e7885
auf	bv_doc_id__21_d12e7887
Grund	bv_doc_id__21_d12e7890
eines	bv_doc_id__21_d12e7892
besonderen	bv_doc_id__21_d12e7894
Gesetzes	bv_doc_id__21_d12e7896
und	bv_doc_id__21_d12e7898
einer	bv_doc_id__21_d12e7900
im	bv_doc_id__21_d12e7903
Rahmen	bv_doc_id__21_d12e7905
dieses	bv_doc_id__21_d12e7907
Gesetzes	bv_doc_id__21_d12e7909
vom	bv_doc_id__21_d12e7911
Nationalrate	bv_doc_id__21_d12e7913
zu	bv_doc_id__21_d12e7916
beschließenden	bv_doc_id__21_d12e7918
autonomen	bv_doc_id__21_d12e7920
Geschäftsordnung	bv_doc_id__21_d12e7922
<g/>
.	
Das	bv_doc_id__21_d12e7926
Gesetz	bv_doc_id__21_d12e7929
über	bv_doc_id__21_d12e7931
die	bv_doc_id__21_d12e7933
Geschäftsführung	bv_doc_id__21_d12e7935
kann	bv_doc_id__21_d12e7937
nur	bv_doc_id__21_d12e7939
bei	bv_doc_id__21_d12e7942
Anwesenheit	bv_doc_id__21_d12e7944
der	bv_doc_id__21_d12e7946
Hälfte	bv_doc_id__21_d12e7948
der	bv_doc_id__21_d12e7950
Mitglieder	bv_doc_id__21_d12e7952
und	bv_doc_id__21_d12e7955
mit	bv_doc_id__21_d12e7957
einer	bv_doc_id__21_d12e7959
Mehrheit	bv_doc_id__21_d12e7961
von	bv_doc_id__21_d12e7963
zwei	bv_doc_id__21_d12e7965
Dritteln	bv_doc_id__21_d12e7968
der	bv_doc_id__21_d12e7970
abgegebenen	bv_doc_id__21_d12e7972
Stimmen	bv_doc_id__21_d12e7974
beschlossen	bv_doc_id__21_d12e7976
werden	bv_doc_id__21_d12e7978
<g/>
.	
Artikel	bv_doc_id__21_d12e7989
24.	bv_doc_id__21_d12e7991
<g/>
(	
1	bv_doc_id__21_d12e8000
<g/>
)	
Die	bv_doc_id__21_d12e8005
Sitzungen	bv_doc_id__21_d12e8007
des	bv_doc_id__21_d12e8009
Nationalrates	bv_doc_id__21_d12e8011
sind	bv_doc_id__21_d12e8014
öffentlich	bv_doc_id__21_d12e8016
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e8027
<g/>
)	
Dem	bv_doc_id__21_d12e8032
Hause	bv_doc_id__21_d12e8034
steht	bv_doc_id__21_d12e8036
das	bv_doc_id__21_d12e8038
Recht	bv_doc_id__21_d12e8041
zu	bv_doc_id__21_d12e8043
<g/>
,	
ausnahmsweise	bv_doc_id__21_d12e8047
die	bv_doc_id__21_d12e8049
Öffentlichkeit	bv_doc_id__21_d12e8051
auszuschließen	bv_doc_id__21_d12e8054
<g/>
,	
wenn	bv_doc_id__21_d12e8058
es	bv_doc_id__21_d12e8060
vom	bv_doc_id__21_d12e8062
Vorsitzenden	bv_doc_id__21_d12e8064
oder	bv_doc_id__21_d12e8067
einem	bv_doc_id__21_d12e8069
Fünftel	bv_doc_id__21_d12e8071
der	bv_doc_id__21_d12e8073
anwesenden	bv_doc_id__21_d12e8075
Mitglieder	bv_doc_id__21_d12e8077
verlangt	bv_doc_id__21_d12e8080
und	bv_doc_id__21_d12e8082
vom	bv_doc_id__21_d12e8084
Hause	bv_doc_id__21_d12e8086
nach	bv_doc_id__21_d12e8088
Entfernung	bv_doc_id__21_d12e8090
der	bv_doc_id__21_d12e8093
Zuhörer	bv_doc_id__21_d12e8095
beschlossen	bv_doc_id__21_d12e8097
wird	bv_doc_id__21_d12e8099
<g/>
.	
Artikel	bv_doc_id__21_d12e8109
25.	bv_doc_id__21_d12e8111
Wahrheitsgetreue	bv_doc_id__21_d12e8116
Berichte	bv_doc_id__21_d12e8118
über	bv_doc_id__21_d12e8120
die	bv_doc_id__21_d12e8122
Verhandlungen	bv_doc_id__21_d12e8124
in	bv_doc_id__21_d12e8127
den	bv_doc_id__21_d12e8129
öffentlichen	bv_doc_id__21_d12e8131
Sitzungen	bv_doc_id__21_d12e8133
des	bv_doc_id__21_d12e8135
Nationalrates	bv_doc_id__21_d12e8137
und	bv_doc_id__21_d12e8140
seiner	bv_doc_id__21_d12e8142
Ausschüsse	bv_doc_id__21_d12e8144
bleiben	bv_doc_id__21_d12e8146
von	bv_doc_id__21_d12e8148
jeder	bv_doc_id__21_d12e8150
Verantwortung	bv_doc_id__21_d12e8153
frei	bv_doc_id__21_d12e8155
<g/>
.	
B	bv_doc_id__21_d12e8159
<g/>
.	
Der	bv_doc_id__21_d12e8163
Bundesrat	bv_doc_id__21_d12e8166
<g/>
.	
A	bv_doc_id__21_d12e6869
<g/>
.	
Der	bv_doc_id__21_d12e6873
Nationalrat	bv_doc_id__21_d12e6875
<g/>
.	
Artikel	bv_doc_id__21_d12e6884
15.	bv_doc_id__21_d12e6886
Die	bv_doc_id__21_d12e6896
gesetzgebende	bv_doc_id__21_d12e6898
Gewalt	bv_doc_id__21_d12e6900
des	bv_doc_id__21_d12e6902
Bundes	bv_doc_id__21_d12e6905
übt	bv_doc_id__21_d12e6907
der	bv_doc_id__21_d12e6909
vom	bv_doc_id__21_d12e6911
ganzen	bv_doc_id__21_d12e6913
Bundesvolk	bv_doc_id__21_d12e6915
gewählte	bv_doc_id__21_d12e6918
Nationalrat	bv_doc_id__21_d12e6920
gemeinsam	bv_doc_id__21_d12e6922
mit	bv_doc_id__21_d12e6924
dem	bv_doc_id__21_d12e6926
von	bv_doc_id__21_d12e6928
den	bv_doc_id__21_d12e6931
Landtagen	bv_doc_id__21_d12e6933
gewählten	bv_doc_id__21_d12e6935
Bundesrate	bv_doc_id__21_d12e6937
aus	bv_doc_id__21_d12e6939
<g/>
.	
Artikel	bv_doc_id__21_d12e6884
15.	bv_doc_id__21_d12e6886
Die	bv_doc_id__21_d12e6896
gesetzgebende	bv_doc_id__21_d12e6898
Gewalt	bv_doc_id__21_d12e6900
des	bv_doc_id__21_d12e6902
Bundes	bv_doc_id__21_d12e6905
übt	bv_doc_id__21_d12e6907
der	bv_doc_id__21_d12e6909
vom	bv_doc_id__21_d12e6911
ganzen	bv_doc_id__21_d12e6913
Bundesvolk	bv_doc_id__21_d12e6915
gewählte	bv_doc_id__21_d12e6918
Nationalrat	bv_doc_id__21_d12e6920
gemeinsam	bv_doc_id__21_d12e6922
mit	bv_doc_id__21_d12e6924
dem	bv_doc_id__21_d12e6926
von	bv_doc_id__21_d12e6928
den	bv_doc_id__21_d12e6931
Landtagen	bv_doc_id__21_d12e6933
gewählten	bv_doc_id__21_d12e6935
Bundesrate	bv_doc_id__21_d12e6937
aus	bv_doc_id__21_d12e6939
<g/>
.	
Artikel	bv_doc_id__21_d12e6949
16.	bv_doc_id__21_d12e6951
<g/>
(	
1	bv_doc_id__21_d12e6960
<g/>
)	
Der	bv_doc_id__21_d12e6965
Sitz	bv_doc_id__21_d12e6967
des	bv_doc_id__21_d12e6969
Nationalrates	bv_doc_id__21_d12e6971
ist	bv_doc_id__21_d12e6974
die	bv_doc_id__21_d12e6976
Bundeshauptstadt	bv_doc_id__21_d12e6978
Wien	bv_doc_id__21_d12e6980
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e6991
<g/>
)	
Für	bv_doc_id__21_d12e6996
die	bv_doc_id__21_d12e6998
Dauer	bv_doc_id__21_d12e7000
außerordentlicher	bv_doc_id__21_d12e7002
Verhältnisse	bv_doc_id__21_d12e7005
kann	bv_doc_id__21_d12e7007
der	bv_doc_id__21_d12e7009
Bundespräsident	bv_doc_id__21_d12e7011
auf	bv_doc_id__21_d12e7013
Antrag	bv_doc_id__21_d12e7015
der	bv_doc_id__21_d12e7018
Bundesregierung	bv_doc_id__21_d12e7020
den	bv_doc_id__21_d12e7022
Nationalrat	bv_doc_id__21_d12e7024
in	bv_doc_id__21_d12e7026
einen	bv_doc_id__21_d12e7028
anderen	bv_doc_id__21_d12e7031
Ort	bv_doc_id__21_d12e7033
des	bv_doc_id__21_d12e7035
Bundesgebietes	bv_doc_id__21_d12e7037
berufen	bv_doc_id__21_d12e7039
<g/>
.	
<g/>
(	
Artikel	bv_doc_id__21_d12e7046
17	bv_doc_id__21_d12e7048
und	bv_doc_id__21_d12e7050
18	bv_doc_id__21_d12e7052
fallen	bv_doc_id__21_d12e7054
aus	bv_doc_id__21_d12e7057
<g/>
.)	
Artikel	bv_doc_id__21_d12e6949
16.	bv_doc_id__21_d12e6951
<g/>
(	
1	bv_doc_id__21_d12e6960
<g/>
)	
Der	bv_doc_id__21_d12e6965
Sitz	bv_doc_id__21_d12e6967
des	bv_doc_id__21_d12e6969
Nationalrates	bv_doc_id__21_d12e6971
ist	bv_doc_id__21_d12e6974
die	bv_doc_id__21_d12e6976
Bundeshauptstadt	bv_doc_id__21_d12e6978
Wien	bv_doc_id__21_d12e6980
<g/>
.	
<g/>
(	
1	bv_doc_id__21_d12e6960
<g/>
)	
<g/>
(	
2	bv_doc_id__21_d12e6991
<g/>
)	
Für	bv_doc_id__21_d12e6996
die	bv_doc_id__21_d12e6998
Dauer	bv_doc_id__21_d12e7000
außerordentlicher	bv_doc_id__21_d12e7002
Verhältnisse	bv_doc_id__21_d12e7005
kann	bv_doc_id__21_d12e7007
der	bv_doc_id__21_d12e7009
Bundespräsident	bv_doc_id__21_d12e7011
auf	bv_doc_id__21_d12e7013
Antrag	bv_doc_id__21_d12e7015
der	bv_doc_id__21_d12e7018
Bundesregierung	bv_doc_id__21_d12e7020
den	bv_doc_id__21_d12e7022
Nationalrat	bv_doc_id__21_d12e7024
in	bv_doc_id__21_d12e7026
einen	bv_doc_id__21_d12e7028
anderen	bv_doc_id__21_d12e7031
Ort	bv_doc_id__21_d12e7033
des	bv_doc_id__21_d12e7035
Bundesgebietes	bv_doc_id__21_d12e7037
berufen	bv_doc_id__21_d12e7039
<g/>
.	
<g/>
(	
Artikel	bv_doc_id__21_d12e7046
17	bv_doc_id__21_d12e7048
und	bv_doc_id__21_d12e7050
18	bv_doc_id__21_d12e7052
fallen	bv_doc_id__21_d12e7054
aus	bv_doc_id__21_d12e7057
<g/>
.)	
<g/>
(	
2	bv_doc_id__21_d12e6991
<g/>
)	
Artikel	bv_doc_id__21_d12e7067
19.	bv_doc_id__21_d12e7069
<g/>
(	
1	bv_doc_id__21_d12e7078
<g/>
)	
Der	bv_doc_id__21_d12e7083
Nationalrat	bv_doc_id__21_d12e7085
wird	bv_doc_id__21_d12e7087
vom	bv_doc_id__21_d12e7089
Bundesvolk	bv_doc_id__21_d12e7092
auf	bv_doc_id__21_d12e7094
Grund	bv_doc_id__21_d12e7096
des	bv_doc_id__21_d12e7098
gleichen	bv_doc_id__21_d12e7100
<g/>
,	
direkten	bv_doc_id__21_d12e7105
<g/>
,	
geheimen	bv_doc_id__21_d12e7109
und	bv_doc_id__21_d12e7111
persönlichen	bv_doc_id__21_d12e7113
Wahlrechtes	bv_doc_id__21_d12e7115
der	bv_doc_id__21_d12e7118
Männer	bv_doc_id__21_d12e7120
und	bv_doc_id__21_d12e7122
Frauen	bv_doc_id__21_d12e7124
<g/>
,	
die	bv_doc_id__21_d12e7128
vor	bv_doc_id__21_d12e7131
dem	bv_doc_id__21_d12e7133
1.	bv_doc_id__21_d12e7135
Jänner	bv_doc_id__21_d12e7137
des	bv_doc_id__21_d12e7139
Jahres	bv_doc_id__21_d12e7141
der	bv_doc_id__21_d12e7144
Wahl	bv_doc_id__21_d12e7146
das	bv_doc_id__21_d12e7148
zwanzigste	bv_doc_id__21_d12e7150
Lebensjahr	bv_doc_id__21_d12e7152
überschritten	bv_doc_id__21_d12e7154
hatten	bv_doc_id__21_d12e7157
<g/>
,	
nach	bv_doc_id__21_d12e7161
den	bv_doc_id__21_d12e7163
Grundsätzen	bv_doc_id__21_d12e7165
der	bv_doc_id__21_d12e7167
Verhältniswahl	bv_doc_id__21_d12e7170
gewählt	bv_doc_id__21_d12e7172
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e7183
<g/>
)	
Die	bv_doc_id__21_d12e7188
Wähler	bv_doc_id__21_d12e7190
üben	bv_doc_id__21_d12e7192
ihr	bv_doc_id__21_d12e7194
Wahlrecht	bv_doc_id__21_d12e7197
in	bv_doc_id__21_d12e7199
Wahlbezirken	bv_doc_id__21_d12e7201
aus	bv_doc_id__21_d12e7203
<g/>
,	
von	bv_doc_id__21_d12e7207
denen	bv_doc_id__21_d12e7210
jeder	bv_doc_id__21_d12e7212
ein	bv_doc_id__21_d12e7214
geschlossenes	bv_doc_id__21_d12e7216
Gebiet	bv_doc_id__21_d12e7218
umfassen	bv_doc_id__21_d12e7220
muß	bv_doc_id__21_d12e7223
<g/>
.	
Die	bv_doc_id__21_d12e7227
Zahl	bv_doc_id__21_d12e7229
der	bv_doc_id__21_d12e7231
Abgeordneten	bv_doc_id__21_d12e7233
ist	bv_doc_id__21_d12e7236
auf	bv_doc_id__21_d12e7238
die	bv_doc_id__21_d12e7240
Wahlbezirke	bv_doc_id__21_d12e7242
im	bv_doc_id__21_d12e7244
Verhältnis	bv_doc_id__21_d12e7246
der	bv_doc_id__21_d12e7249
Zahl	bv_doc_id__21_d12e7251
der	bv_doc_id__21_d12e7253
Bundesangehörigen	bv_doc_id__21_d12e7255
zu	bv_doc_id__21_d12e7257
verteilen	bv_doc_id__21_d12e7259
<g/>
,	
die	bv_doc_id__21_d12e7264
in	bv_doc_id__21_d12e7266
ihnen	bv_doc_id__21_d12e7268
nach	bv_doc_id__21_d12e7270
dem	bv_doc_id__21_d12e7272
Ergebnis	bv_doc_id__21_d12e7275
der	bv_doc_id__21_d12e7277
letzten	bv_doc_id__21_d12e7279
Volkszählung	bv_doc_id__21_d12e7281
ihren	bv_doc_id__21_d12e7283
lezten	bv_doc_id__21_d12e7285
Wohnsitz	bv_doc_id__21_d12e7288
hatten	bv_doc_id__21_d12e7290
<g/>
.	
Eine	bv_doc_id__21_d12e7294
Gliederung	bv_doc_id__21_d12e7296
der	bv_doc_id__21_d12e7298
Wählerschaft	bv_doc_id__21_d12e7301
in	bv_doc_id__21_d12e7303
andere	bv_doc_id__21_d12e7305
Wahlkörper	bv_doc_id__21_d12e7307
ist	bv_doc_id__21_d12e7309
nicht	bv_doc_id__21_d12e7311
zulässig	bv_doc_id__21_d12e7314
<g/>
(	
3	bv_doc_id__21_d12e7323
<g/>
)	
Der	bv_doc_id__21_d12e7328
Wahltag	bv_doc_id__21_d12e7330
muß	bv_doc_id__21_d12e7332
ein	bv_doc_id__21_d12e7334
Sonntag	bv_doc_id__21_d12e7337
oder	bv_doc_id__21_d12e7339
ein	bv_doc_id__21_d12e7341
anderer	bv_doc_id__21_d12e7343
öffentlicher	bv_doc_id__21_d12e7345
Ruhetag	bv_doc_id__21_d12e7347
sein	bv_doc_id__21_d12e7350
<g/>
.	
<g/>
(	
4	bv_doc_id__21_d12e7361
<g/>
)	
Wählbar	bv_doc_id__21_d12e7366
ist	bv_doc_id__21_d12e7368
jeder	bv_doc_id__21_d12e7370
Wahlberechtigte	bv_doc_id__21_d12e7372
<g/>
,	
der	bv_doc_id__21_d12e7377
vor	bv_doc_id__21_d12e7379
dem	bv_doc_id__21_d12e7381
1.	bv_doc_id__21_d12e7383
Jänner	bv_doc_id__21_d12e7385
des	bv_doc_id__21_d12e7388
Jahres	bv_doc_id__21_d12e7390
der	bv_doc_id__21_d12e7392
Wahl	bv_doc_id__21_d12e7394
das	bv_doc_id__21_d12e7396
24.	bv_doc_id__21_d12e7398
Lebensjahr	bv_doc_id__21_d12e7401
überschritten	bv_doc_id__21_d12e7403
hat	bv_doc_id__21_d12e7405
<g/>
.	
<g/>
(	
5	bv_doc_id__21_d12e7417
<g/>
)	
Die	bv_doc_id__21_d12e7422
Ausschließung	bv_doc_id__21_d12e7424
vom	bv_doc_id__21_d12e7426
Wahlrecht	bv_doc_id__21_d12e7428
und	bv_doc_id__21_d12e7431
von	bv_doc_id__21_d12e7433
der	bv_doc_id__21_d12e7435
Wählbarkeit	bv_doc_id__21_d12e7437
kann	bv_doc_id__21_d12e7439
nur	bv_doc_id__21_d12e7441
die	bv_doc_id__21_d12e7444
Folge	bv_doc_id__21_d12e7446
einer	bv_doc_id__21_d12e7448
gerichtlichen	bv_doc_id__21_d12e7450
Verurteilung	bv_doc_id__21_d12e7452
oder	bv_doc_id__21_d12e7454
Verfügung	bv_doc_id__21_d12e7457
sein	bv_doc_id__21_d12e7459
<g/>
.	
Artikel	bv_doc_id__21_d12e7067
19.	bv_doc_id__21_d12e7069
<g/>
(	
1	bv_doc_id__21_d12e7078
<g/>
)	
Der	bv_doc_id__21_d12e7083
Nationalrat	bv_doc_id__21_d12e7085
wird	bv_doc_id__21_d12e7087
vom	bv_doc_id__21_d12e7089
Bundesvolk	bv_doc_id__21_d12e7092
auf	bv_doc_id__21_d12e7094
Grund	bv_doc_id__21_d12e7096
des	bv_doc_id__21_d12e7098
gleichen	bv_doc_id__21_d12e7100
<g/>
,	
direkten	bv_doc_id__21_d12e7105
<g/>
,	
geheimen	bv_doc_id__21_d12e7109
und	bv_doc_id__21_d12e7111
persönlichen	bv_doc_id__21_d12e7113
Wahlrechtes	bv_doc_id__21_d12e7115
der	bv_doc_id__21_d12e7118
Männer	bv_doc_id__21_d12e7120
und	bv_doc_id__21_d12e7122
Frauen	bv_doc_id__21_d12e7124
<g/>
,	
die	bv_doc_id__21_d12e7128
vor	bv_doc_id__21_d12e7131
dem	bv_doc_id__21_d12e7133
1.	bv_doc_id__21_d12e7135
Jänner	bv_doc_id__21_d12e7137
des	bv_doc_id__21_d12e7139
Jahres	bv_doc_id__21_d12e7141
der	bv_doc_id__21_d12e7144
Wahl	bv_doc_id__21_d12e7146
das	bv_doc_id__21_d12e7148
zwanzigste	bv_doc_id__21_d12e7150
Lebensjahr	bv_doc_id__21_d12e7152
überschritten	bv_doc_id__21_d12e7154
hatten	bv_doc_id__21_d12e7157
<g/>
,	
nach	bv_doc_id__21_d12e7161
den	bv_doc_id__21_d12e7163
Grundsätzen	bv_doc_id__21_d12e7165
der	bv_doc_id__21_d12e7167
Verhältniswahl	bv_doc_id__21_d12e7170
gewählt	bv_doc_id__21_d12e7172
<g/>
.	
<g/>
(	
1	bv_doc_id__21_d12e7078
<g/>
)	
<g/>
(	
2	bv_doc_id__21_d12e7183
<g/>
)	
Die	bv_doc_id__21_d12e7188
Wähler	bv_doc_id__21_d12e7190
üben	bv_doc_id__21_d12e7192
ihr	bv_doc_id__21_d12e7194
Wahlrecht	bv_doc_id__21_d12e7197
in	bv_doc_id__21_d12e7199
Wahlbezirken	bv_doc_id__21_d12e7201
aus	bv_doc_id__21_d12e7203
<g/>
,	
von	bv_doc_id__21_d12e7207
denen	bv_doc_id__21_d12e7210
jeder	bv_doc_id__21_d12e7212
ein	bv_doc_id__21_d12e7214
geschlossenes	bv_doc_id__21_d12e7216
Gebiet	bv_doc_id__21_d12e7218
umfassen	bv_doc_id__21_d12e7220
muß	bv_doc_id__21_d12e7223
<g/>
.	
Die	bv_doc_id__21_d12e7227
Zahl	bv_doc_id__21_d12e7229
der	bv_doc_id__21_d12e7231
Abgeordneten	bv_doc_id__21_d12e7233
ist	bv_doc_id__21_d12e7236
auf	bv_doc_id__21_d12e7238
die	bv_doc_id__21_d12e7240
Wahlbezirke	bv_doc_id__21_d12e7242
im	bv_doc_id__21_d12e7244
Verhältnis	bv_doc_id__21_d12e7246
der	bv_doc_id__21_d12e7249
Zahl	bv_doc_id__21_d12e7251
der	bv_doc_id__21_d12e7253
Bundesangehörigen	bv_doc_id__21_d12e7255
zu	bv_doc_id__21_d12e7257
verteilen	bv_doc_id__21_d12e7259
<g/>
,	
die	bv_doc_id__21_d12e7264
in	bv_doc_id__21_d12e7266
ihnen	bv_doc_id__21_d12e7268
nach	bv_doc_id__21_d12e7270
dem	bv_doc_id__21_d12e7272
Ergebnis	bv_doc_id__21_d12e7275
der	bv_doc_id__21_d12e7277
letzten	bv_doc_id__21_d12e7279
Volkszählung	bv_doc_id__21_d12e7281
ihren	bv_doc_id__21_d12e7283
lezten	bv_doc_id__21_d12e7285
Wohnsitz	bv_doc_id__21_d12e7288
hatten	bv_doc_id__21_d12e7290
<g/>
.	
Eine	bv_doc_id__21_d12e7294
Gliederung	bv_doc_id__21_d12e7296
der	bv_doc_id__21_d12e7298
Wählerschaft	bv_doc_id__21_d12e7301
in	bv_doc_id__21_d12e7303
andere	bv_doc_id__21_d12e7305
Wahlkörper	bv_doc_id__21_d12e7307
ist	bv_doc_id__21_d12e7309
nicht	bv_doc_id__21_d12e7311
zulässig	bv_doc_id__21_d12e7314
<g/>
(	
2	bv_doc_id__21_d12e7183
<g/>
)	
<g/>
(	
3	bv_doc_id__21_d12e7323
<g/>
)	
Der	bv_doc_id__21_d12e7328
Wahltag	bv_doc_id__21_d12e7330
muß	bv_doc_id__21_d12e7332
ein	bv_doc_id__21_d12e7334
Sonntag	bv_doc_id__21_d12e7337
oder	bv_doc_id__21_d12e7339
ein	bv_doc_id__21_d12e7341
anderer	bv_doc_id__21_d12e7343
öffentlicher	bv_doc_id__21_d12e7345
Ruhetag	bv_doc_id__21_d12e7347
sein	bv_doc_id__21_d12e7350
<g/>
.	
<g/>
(	
3	bv_doc_id__21_d12e7323
<g/>
)	
<g/>
(	
4	bv_doc_id__21_d12e7361
<g/>
)	
Wählbar	bv_doc_id__21_d12e7366
ist	bv_doc_id__21_d12e7368
jeder	bv_doc_id__21_d12e7370
Wahlberechtigte	bv_doc_id__21_d12e7372
<g/>
,	
der	bv_doc_id__21_d12e7377
vor	bv_doc_id__21_d12e7379
dem	bv_doc_id__21_d12e7381
1.	bv_doc_id__21_d12e7383
Jänner	bv_doc_id__21_d12e7385
des	bv_doc_id__21_d12e7388
Jahres	bv_doc_id__21_d12e7390
der	bv_doc_id__21_d12e7392
Wahl	bv_doc_id__21_d12e7394
das	bv_doc_id__21_d12e7396
24.	bv_doc_id__21_d12e7398
Lebensjahr	bv_doc_id__21_d12e7401
überschritten	bv_doc_id__21_d12e7403
hat	bv_doc_id__21_d12e7405
<g/>
.	
<g/>
(	
4	bv_doc_id__21_d12e7361
<g/>
)	
<g/>
(	
5	bv_doc_id__21_d12e7417
<g/>
)	
Die	bv_doc_id__21_d12e7422
Ausschließung	bv_doc_id__21_d12e7424
vom	bv_doc_id__21_d12e7426
Wahlrecht	bv_doc_id__21_d12e7428
und	bv_doc_id__21_d12e7431
von	bv_doc_id__21_d12e7433
der	bv_doc_id__21_d12e7435
Wählbarkeit	bv_doc_id__21_d12e7437
kann	bv_doc_id__21_d12e7439
nur	bv_doc_id__21_d12e7441
die	bv_doc_id__21_d12e7444
Folge	bv_doc_id__21_d12e7446
einer	bv_doc_id__21_d12e7448
gerichtlichen	bv_doc_id__21_d12e7450
Verurteilung	bv_doc_id__21_d12e7452
oder	bv_doc_id__21_d12e7454
Verfügung	bv_doc_id__21_d12e7457
sein	bv_doc_id__21_d12e7459
<g/>
.	
<g/>
(	
5	bv_doc_id__21_d12e7417
<g/>
)	
Artikel	bv_doc_id__21_d12e7469
20.	bv_doc_id__21_d12e7471
<g/>
(	
1	bv_doc_id__21_d12e7480
<g/>
)	
Die	bv_doc_id__21_d12e7485
Gesetzgebungsperiode	bv_doc_id__21_d12e7487
des	bv_doc_id__21_d12e7489
Nationalrates	bv_doc_id__21_d12e7491
dauert	bv_doc_id__21_d12e7494
vier	bv_doc_id__21_d12e7496
Jahre	bv_doc_id__21_d12e7498
<g/>
,	
vom	bv_doc_id__21_d12e7502
Tage	bv_doc_id__21_d12e7504
seines	bv_doc_id__21_d12e7507
ersten	bv_doc_id__21_d12e7509
Zusammentrittes	bv_doc_id__21_d12e7511
an	bv_doc_id__21_d12e7513
gerechnet	bv_doc_id__21_d12e7515
<g/>
.	
Die	bv_doc_id__21_d12e7520
Neuwahl	bv_doc_id__21_d12e7522
ist	bv_doc_id__21_d12e7524
von	bv_doc_id__21_d12e7526
der	bv_doc_id__21_d12e7528
Bundesregierung	bv_doc_id__21_d12e7530
so	bv_doc_id__21_d12e7533
anzuordnen	bv_doc_id__21_d12e7535
<g/>
,	
daß	bv_doc_id__21_d12e7539
der	bv_doc_id__21_d12e7541
neugewälte	bv_doc_id__21_d12e7543
Nationalrat	bv_doc_id__21_d12e7546
am	bv_doc_id__21_d12e7548
Tage	bv_doc_id__21_d12e7550
nach	bv_doc_id__21_d12e7552
der	bv_doc_id__21_d12e7554
Beendigung	bv_doc_id__21_d12e7556
der	bv_doc_id__21_d12e7559
ablaufenden	bv_doc_id__21_d12e7561
Gesetzgebungsperiode	bv_doc_id__21_d12e7563
zusammentreten	bv_doc_id__21_d12e7565
kann	bv_doc_id__21_d12e7567
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e7578
<g/>
)	
Der	bv_doc_id__21_d12e7583
neugewählte	bv_doc_id__21_d12e7585
Nationalrat	bv_doc_id__21_d12e7587
ist	bv_doc_id__21_d12e7589
vom	bv_doc_id__21_d12e7592
Bundespräsidenten	bv_doc_id__21_d12e7594
innerhalb	bv_doc_id__21_d12e7596
30	bv_doc_id__21_d12e7598
Tage	bv_doc_id__21_d12e7600
nach	bv_doc_id__21_d12e7602
der	bv_doc_id__21_d12e7605
Wahl	bv_doc_id__21_d12e7607
einzuberufen	bv_doc_id__21_d12e7609
<g/>
.	
<g/>
(	
3	bv_doc_id__21_d12e7620
<g/>
)	
Der	bv_doc_id__21_d12e7625
Nationalrat	bv_doc_id__21_d12e7627
kann	bv_doc_id__21_d12e7629
nur	bv_doc_id__21_d12e7631
durch	bv_doc_id__21_d12e7634
seinen	bv_doc_id__21_d12e7636
Beschluß	bv_doc_id__21_d12e7638
vertagt	bv_doc_id__21_d12e7640
werden	bv_doc_id__21_d12e7642
<g/>
.	
Die	bv_doc_id__21_d12e7647
Wiedereinberufung	bv_doc_id__21_d12e7649
erfolgt	bv_doc_id__21_d12e7651
durch	bv_doc_id__21_d12e7653
seinen	bv_doc_id__21_d12e7655
Präsidenten	bv_doc_id__21_d12e7657
<g/>
.	
Dieser	bv_doc_id__21_d12e7662
ist	bv_doc_id__21_d12e7664
verpflichtet	bv_doc_id__21_d12e7666
<g/>
,	
den	bv_doc_id__21_d12e7670
Nationalrat	bv_doc_id__21_d12e7673
sofort	bv_doc_id__21_d12e7675
einzuberufen	bv_doc_id__21_d12e7677
<g/>
,	
wenn	bv_doc_id__21_d12e7681
wenigstens	bv_doc_id__21_d12e7683
ein	bv_doc_id__21_d12e7686
Viertel	bv_doc_id__21_d12e7688
seiner	bv_doc_id__21_d12e7690
Mitglieder	bv_doc_id__21_d12e7692
oder	bv_doc_id__21_d12e7694
die	bv_doc_id__21_d12e7696
Bundesregierung	bv_doc_id__21_d12e7699
es	bv_doc_id__21_d12e7701
verlangt	bv_doc_id__21_d12e7703
<g/>
.	
Artikel	bv_doc_id__21_d12e7469
20.	bv_doc_id__21_d12e7471
<g/>
(	
1	bv_doc_id__21_d12e7480
<g/>
)	
Die	bv_doc_id__21_d12e7485
Gesetzgebungsperiode	bv_doc_id__21_d12e7487
des	bv_doc_id__21_d12e7489
Nationalrates	bv_doc_id__21_d12e7491
dauert	bv_doc_id__21_d12e7494
vier	bv_doc_id__21_d12e7496
Jahre	bv_doc_id__21_d12e7498
<g/>
,	
vom	bv_doc_id__21_d12e7502
Tage	bv_doc_id__21_d12e7504
seines	bv_doc_id__21_d12e7507
ersten	bv_doc_id__21_d12e7509
Zusammentrittes	bv_doc_id__21_d12e7511
an	bv_doc_id__21_d12e7513
gerechnet	bv_doc_id__21_d12e7515
<g/>
.	
Die	bv_doc_id__21_d12e7520
Neuwahl	bv_doc_id__21_d12e7522
