<doc id="bv_doc_id__12" attrs="word lemma type">
991	bv_doc_id__12_d4e409
die	bv_doc_id__12_d4e18709
Bestimmungen	bv_doc_id__12_d4e18711
des	bv_doc_id__12_d4e18714
Artikels	bv_doc_id__12_d4e18716
58	bv_doc_id__12_d4e18718
sind	bv_doc_id__12_d4e18720
sinngemäß	bv_doc_id__12_d4e18722
anzuwenden	bv_doc_id__12_d4e18724
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e18736
<g/>
)	
Die	bv_doc_id__12_d4e18741
Bestimmungen	bv_doc_id__12_d4e18743
der	bv_doc_id__12_d4e18745
Artikel	bv_doc_id__12_d4e18747
33	bv_doc_id__12_d4e18750
und	bv_doc_id__12_d4e18752
34	bv_doc_id__12_d4e18754
gelten	bv_doc_id__12_d4e18756
auch	bv_doc_id__12_d4e18758
für	bv_doc_id__12_d4e18760
die	bv_doc_id__12_d4e18763
Sitzungen	bv_doc_id__12_d4e18765
der	bv_doc_id__12_d4e18767
Landtage	bv_doc_id__12_d4e18769
und	bv_doc_id__12_d4e18771
ihrer	bv_doc_id__12_d4e18773
Ausschüsse	bv_doc_id__12_d4e18776
<g/>
.	
Artikel	bv_doc_id__12_d4e18786
98.	bv_doc_id__12_d4e18788
<g/>
(	
1	bv_doc_id__12_d4e18797
<g/>
)	
Zu	bv_doc_id__12_d4e18802
einem	bv_doc_id__12_d4e18804
Landesgesetz	bv_doc_id__12_d4e18806
ist	bv_doc_id__12_d4e18808
der	bv_doc_id__12_d4e18811
Beschluß	bv_doc_id__12_d4e18813
des	bv_doc_id__12_d4e18815
Landtages	bv_doc_id__12_d4e18817
<g/>
,	
die	bv_doc_id__12_d4e18821
Beurkundung	bv_doc_id__12_d4e18824
und	bv_doc_id__12_d4e18826
Gegenzeichnung	bv_doc_id__12_d4e18828
nach	bv_doc_id__12_d4e18830
den	bv_doc_id__12_d4e18832
Bestimmungen	bv_doc_id__12_d4e18834
der	bv_doc_id__12_d4e18837
Landesverfassung	bv_doc_id__12_d4e18839
und	bv_doc_id__12_d4e18841
die	bv_doc_id__12_d4e18843
Kundmachung	bv_doc_id__12_d4e18845
durch	bv_doc_id__12_d4e18847
den	bv_doc_id__12_d4e18850
Landeshauptmann	bv_doc_id__12_d4e18852
im	bv_doc_id__12_d4e18854
Landesgesetzblatt	bv_doc_id__12_d4e18856
erforderlich	bv_doc_id__12_d4e18858
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e18869
<g/>
)	
Insoweit	bv_doc_id__12_d4e18874
ein	bv_doc_id__12_d4e18876
Landesgesetz	bv_doc_id__12_d4e18878
bei	bv_doc_id__12_d4e18880
der	bv_doc_id__12_d4e18883
Vollziehung	bv_doc_id__12_d4e18885
die	bv_doc_id__12_d4e18887
Mitwirkung	bv_doc_id__12_d4e18889
von	bv_doc_id__12_d4e18891
Bundesbehörden	bv_doc_id__12_d4e18893
vorsieht	bv_doc_id__12_d4e18896
<g/>
,	
muß	bv_doc_id__12_d4e18900
zu	bv_doc_id__12_d4e18902
dieser	bv_doc_id__12_d4e18904
Mitwirkung	bv_doc_id__12_d4e18906
die	bv_doc_id__12_d4e18909
Zustimmung	bv_doc_id__12_d4e18911
der	bv_doc_id__12_d4e18913
Bundesregierung	bv_doc_id__12_d4e18915
eingeholt	bv_doc_id__12_d4e18917
werden	bv_doc_id__12_d4e18919
<g/>
.	
Vor	bv_doc_id__12_d4e18924
Erteilung	bv_doc_id__12_d4e18926
der	bv_doc_id__12_d4e18928
Zustimmung	bv_doc_id__12_d4e18930
kann	bv_doc_id__12_d4e18932
ein	bv_doc_id__12_d4e18935
solches	bv_doc_id__12_d4e18937
Landesgesetz	bv_doc_id__12_d4e18939
nicht	bv_doc_id__12_d4e18941
kundgemacht	bv_doc_id__12_d4e18943
werden	bv_doc_id__12_d4e18945
<g/>
.	
Artikel	bv_doc_id__12_d4e18956
99.	bv_doc_id__12_d4e18958
<g/>
(	
1	bv_doc_id__12_d4e18967
<g/>
)	
Alle	bv_doc_id__12_d4e18972
Gesetzesbeschlüsse	bv_doc_id__12_d4e18974
der	bv_doc_id__12_d4e18976
Landtage	bv_doc_id__12_d4e18978
sind	bv_doc_id__12_d4e18981
unmittelbar	bv_doc_id__12_d4e18983
nach	bv_doc_id__12_d4e18985
der	bv_doc_id__12_d4e18987
Beschlußfassung	bv_doc_id__12_d4e18989
des	bv_doc_id__12_d4e18991
Landtages	bv_doc_id__12_d4e18994
vor	bv_doc_id__12_d4e18996
ihrer	bv_doc_id__12_d4e18998
Kundmachung	bv_doc_id__12_d4e19000
vom	bv_doc_id__12_d4e19002
Landeshauptmann	bv_doc_id__12_d4e19004
dem	bv_doc_id__12_d4e19007
zuständigen	bv_doc_id__12_d4e19009
Bundesminister	bv_doc_id__12_d4e19011
bekanntzugeben	bv_doc_id__12_d4e19013
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e19024
<g/>
)	
Wegen	bv_doc_id__12_d4e19029
Gefährdung	bv_doc_id__12_d4e19031
von	bv_doc_id__12_d4e19033
Bundesinteressen	bv_doc_id__12_d4e19035
kann	bv_doc_id__12_d4e19038
die	bv_doc_id__12_d4e19040
Bundesregierung	bv_doc_id__12_d4e19042
gegen	bv_doc_id__12_d4e19044
den	bv_doc_id__12_d4e19046
Gesetzesbeschluß	bv_doc_id__12_d4e19048
eines	bv_doc_id__12_d4e19051
Landtages	bv_doc_id__12_d4e19053
binnen	bv_doc_id__12_d4e19055
acht	bv_doc_id__12_d4e19057
Wochen	bv_doc_id__12_d4e19059
von	bv_doc_id__12_d4e19061
dem	bv_doc_id__12_d4e19064
Tag	bv_doc_id__12_d4e19066
<g/>
,	
an	bv_doc_id__12_d4e19070
dem	bv_doc_id__12_d4e19072
der	bv_doc_id__12_d4e19074
Gesetzesbeschluß	bv_doc_id__12_d4e19077
beim	bv_doc_id__12_d4e19079
zuständigen	bv_doc_id__12_d4e19081
Bundesminister	bv_doc_id__12_d4e19083
eingelangt	bv_doc_id__12_d4e19085
ist	bv_doc_id__12_d4e19087
<g/>
,	
einen	bv_doc_id__12_d4e19092
mit	bv_doc_id__12_d4e19094
Begründung	bv_doc_id__12_d4e19096
versehenen	bv_doc_id__12_d4e19098
Einspruch	bv_doc_id__12_d4e19100
erheben	bv_doc_id__12_d4e19103
<g/>
.	
In	bv_doc_id__12_d4e19107
diesem	bv_doc_id__12_d4e19109
Falle	bv_doc_id__12_d4e19111
darf	bv_doc_id__12_d4e19113
der	bv_doc_id__12_d4e19116
Gesetzesbeschluß	bv_doc_id__12_d4e19118
nur	bv_doc_id__12_d4e19120
kundgemacht	bv_doc_id__12_d4e19122
werden	bv_doc_id__12_d4e19124
<g/>
,	
wenn	bv_doc_id__12_d4e19129
ihn	bv_doc_id__12_d4e19131
der	bv_doc_id__12_d4e19133
Landtag	bv_doc_id__12_d4e19135
wiederholt	bv_doc_id__12_d4e19137
<g/>
.	
<g/>
(	
3	bv_doc_id__12_d4e19148
<g/>
)	
Vor	bv_doc_id__12_d4e19153
Ablauf	bv_doc_id__12_d4e19155
der	bv_doc_id__12_d4e19157
Einspruchsfrist	bv_doc_id__12_d4e19159
ist	bv_doc_id__12_d4e19162
die	bv_doc_id__12_d4e19164
Kundmachung	bv_doc_id__12_d4e19166
nur	bv_doc_id__12_d4e19168
zulässig	bv_doc_id__12_d4e19170
<g/>
,	
wenn	bv_doc_id__12_d4e19175
die	bv_doc_id__12_d4e19177
Bundesregierung	bv_doc_id__12_d4e19179
ausdrücklich	bv_doc_id__12_d4e19181
zustimmt	bv_doc_id__12_d4e19183
<g/>
.	
Artikel	bv_doc_id__12_d4e19194
100.	bv_doc_id__12_d4e19196
<g/>
(	
1	bv_doc_id__12_d4e19205
<g/>
)	
Die	bv_doc_id__12_d4e19210
durch	bv_doc_id__12_d4e19212
Landesgesetz	bv_doc_id__12_d4e19214
zu	bv_doc_id__12_d4e19216
erlassende	bv_doc_id__12_d4e19219
Landesverfassung	bv_doc_id__12_d4e19221
kann	bv_doc_id__12_d4e19223
—	bv_doc_id__12_d4e19225
insoweit	bv_doc_id__12_d4e19227
dadurch	bv_doc_id__12_d4e19229
die	bv_doc_id__12_d4e19232
Bundesverfassung	bv_doc_id__12_d4e19234
nicht	bv_doc_id__12_d4e19236
berührt	bv_doc_id__12_d4e19238
wird	bv_doc_id__12_d4e19240
—	bv_doc_id__12_d4e19242
durch	bv_doc_id__12_d4e19245
Landesgesetz	bv_doc_id__12_d4e19247
abgeändert	bv_doc_id__12_d4e19249
werden	bv_doc_id__12_d4e19251
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e19262
<g/>
)	
Ein	bv_doc_id__12_d4e19267
Landesverfassungsgesetz	bv_doc_id__12_d4e19269
kann	bv_doc_id__12_d4e19271
nur	bv_doc_id__12_d4e19273
bei	bv_doc_id__12_d4e19276
Anwesenheit	bv_doc_id__12_d4e19278
der	bv_doc_id__12_d4e19280
Hälfte	bv_doc_id__12_d4e19282
der	bv_doc_id__12_d4e19284
Mitglieder	bv_doc_id__12_d4e19286
des	bv_doc_id__12_d4e19289
Landtages	bv_doc_id__12_d4e19291
und	bv_doc_id__12_d4e19293
mit	bv_doc_id__12_d4e19295
einer	bv_doc_id__12_d4e19297
Mehrheit	bv_doc_id__12_d4e19299
von	bv_doc_id__12_d4e19302
zwei	bv_doc_id__12_d4e19304
Dritteln	bv_doc_id__12_d4e19306
der	bv_doc_id__12_d4e19308
abgegebenen	bv_doc_id__12_d4e19310
Stimmen	bv_doc_id__12_d4e19312
beschlossen	bv_doc_id__12_d4e19315
werden	bv_doc_id__12_d4e19317
<g/>
.	
Artikel	bv_doc_id__12_d4e19329
101.	bv_doc_id__12_d4e19331
<g/>
(	
1	bv_doc_id__12_d4e19340
<g/>
)	
Jeder	bv_doc_id__12_d4e19345
Landtag	bv_doc_id__12_d4e19347
kann	bv_doc_id__12_d4e19349
auf	bv_doc_id__12_d4e19351
Antrag	bv_doc_id__12_d4e19354
der	bv_doc_id__12_d4e19356
Bundesregierung	bv_doc_id__12_d4e19358
mit	bv_doc_id__12_d4e19360
Zustimmung	bv_doc_id__12_d4e19362
des	bv_doc_id__12_d4e19364
Bundesrates	bv_doc_id__12_d4e19367
vom	bv_doc_id__12_d4e19369
Bundespräsidenten	bv_doc_id__12_d4e19371
aufgelöst	bv_doc_id__12_d4e19373
werden	bv_doc_id__12_d4e19375
<g/>
.	
Die	bv_doc_id__12_d4e19380
Zustimmung	bv_doc_id__12_d4e19382
des	bv_doc_id__12_d4e19384
Bundesrates	bv_doc_id__12_d4e19386
muß	bv_doc_id__12_d4e19388
bei	bv_doc_id__12_d4e19390
Anwesenheit	bv_doc_id__12_d4e19393
der	bv_doc_id__12_d4e19395
Hälfte	bv_doc_id__12_d4e19397
der	bv_doc_id__12_d4e19399
Mitglieder	bv_doc_id__12_d4e19401
und	bv_doc_id__12_d4e19403
mit	bv_doc_id__12_d4e19406
einer	bv_doc_id__12_d4e19408
Mehrheit	bv_doc_id__12_d4e19410
von	bv_doc_id__12_d4e19412
zwei	bv_doc_id__12_d4e19414
Dritteln	bv_doc_id__12_d4e19416
der	bv_doc_id__12_d4e19419
abgegebenen	bv_doc_id__12_d4e19421
Stimmen	bv_doc_id__12_d4e19423
beschlossen	bv_doc_id__12_d4e19425
werden	bv_doc_id__12_d4e19427
<g/>
.	
An	bv_doc_id__12_d4e19432
der	bv_doc_id__12_d4e19434
Abstimmung	bv_doc_id__12_d4e19436
dürfen	bv_doc_id__12_d4e19438
die	bv_doc_id__12_d4e19440
Vertreter	bv_doc_id__12_d4e19442
des	bv_doc_id__12_d4e19445
aufzulösenden	bv_doc_id__12_d4e19447
Landtages	bv_doc_id__12_d4e19449
nicht	bv_doc_id__12_d4e19451
teilnehmen	bv_doc_id__12_d4e19453
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e19464
<g/>
)	
Im	bv_doc_id__12_d4e19469
Falle	bv_doc_id__12_d4e19471
der	bv_doc_id__12_d4e19473
Auflösung	bv_doc_id__12_d4e19475
sind	bv_doc_id__12_d4e19478
nach	bv_doc_id__12_d4e19480
den	bv_doc_id__12_d4e19482
Bestimmungen	bv_doc_id__12_d4e19484
der	bv_doc_id__12_d4e19486
Landesverfassung	bv_doc_id__12_d4e19488
binnen	bv_doc_id__12_d4e19491
drei	bv_doc_id__12_d4e19493
Wochen	bv_doc_id__12_d4e19495
Neuwahlen	bv_doc_id__12_d4e19497
auszuschreiben	bv_doc_id__12_d4e19499
<g/>
;	
die	bv_doc_id__12_d4e19504
Einberufung	bv_doc_id__12_d4e19506
des	bv_doc_id__12_d4e19508
neugewählten	bv_doc_id__12_d4e19510
Landtages	bv_doc_id__12_d4e19512
hat	bv_doc_id__12_d4e19514
binnen	bv_doc_id__12_d4e19517
vier	bv_doc_id__12_d4e19519
Wochen	bv_doc_id__12_d4e19521
nach	bv_doc_id__12_d4e19523
der	bv_doc_id__12_d4e19525
Wahl	bv_doc_id__12_d4e19527
zu	bv_doc_id__12_d4e19530
erfolgen	bv_doc_id__12_d4e19532
<g/>
.	
Artikel	bv_doc_id__12_d4e19542
102.	bv_doc_id__12_d4e19544
<g/>
(	
1	bv_doc_id__12_d4e19553
<g/>
)	
Die	bv_doc_id__12_d4e19558
Vollziehung	bv_doc_id__12_d4e19560
jedes	bv_doc_id__12_d4e19562
Landes	bv_doc_id__12_d4e19564
wird	bv_doc_id__12_d4e19567
durch	bv_doc_id__12_d4e19569
eine	bv_doc_id__12_d4e19571
vom	bv_doc_id__12_d4e19573
Landtag	bv_doc_id__12_d4e19575
zu	bv_doc_id__12_d4e19577
wählende	bv_doc_id__12_d4e19580
Landesregierung	bv_doc_id__12_d4e19582
ausgeübt	bv_doc_id__12_d4e19584
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e19595
<g/>
)	
Die	bv_doc_id__12_d4e19600
Mitglieder	bv_doc_id__12_d4e19602
der	bv_doc_id__12_d4e19604
Landesregierung	bv_doc_id__12_d4e19606
müssen	bv_doc_id__12_d4e19609
nicht	bv_doc_id__12_d4e19611
dem	bv_doc_id__12_d4e19613
Landtag	bv_doc_id__12_d4e19615
angehören	bv_doc_id__12_d4e19617
<g/>
.	
Jedoch	bv_doc_id__12_d4e19622
kann	bv_doc_id__12_d4e19624
in	bv_doc_id__12_d4e19626
die	bv_doc_id__12_d4e19628
Landesregierung	bv_doc_id__12_d4e19630
nur	bv_doc_id__12_d4e19632
gewählt	bv_doc_id__12_d4e19635
werden	bv_doc_id__12_d4e19637
<g/>
,	
wer	bv_doc_id__12_d4e19641
zum	bv_doc_id__12_d4e19643
Landtag	bv_doc_id__12_d4e19645
wählbar	bv_doc_id__12_d4e19648
ist	bv_doc_id__12_d4e19650
<g/>
.	
<g/>
(	
3	bv_doc_id__12_d4e19661
<g/>
)	
Die	bv_doc_id__12_d4e19666
Landesregierung	bv_doc_id__12_d4e19668
besteht	bv_doc_id__12_d4e19670
aus	bv_doc_id__12_d4e19672
dem	bv_doc_id__12_d4e19675
Landeshauptmann	bv_doc_id__12_d4e19677
<g/>
,	
der	bv_doc_id__12_d4e19681
erforderlichen	bv_doc_id__12_d4e19683
Zahl	bv_doc_id__12_d4e19685
von	bv_doc_id__12_d4e19688
Stellvertretern	bv_doc_id__12_d4e19690
und	bv_doc_id__12_d4e19692
weiteren	bv_doc_id__12_d4e19694
Mitgliedern	bv_doc_id__12_d4e19696
<g/>
.	
<g/>
(	
4	bv_doc_id__12_d4e19707
<g/>
)	
Der	bv_doc_id__12_d4e19712
Landeshauptmann	bv_doc_id__12_d4e19714
wird	bv_doc_id__12_d4e19716
durch	bv_doc_id__12_d4e19718
den	bv_doc_id__12_d4e19721
Bundespräsidenten	bv_doc_id__12_d4e19723
<g/>
,	
die	bv_doc_id__12_d4e19727
anderen	bv_doc_id__12_d4e19729
Mitglieder	bv_doc_id__12_d4e19731
der	bv_doc_id__12_d4e19734
Landesregierung	bv_doc_id__12_d4e19736
werden	bv_doc_id__12_d4e19738
durch	bv_doc_id__12_d4e19740
den	bv_doc_id__12_d4e19742
Landeshauptmann	bv_doc_id__12_d4e19744
vor	bv_doc_id__12_d4e19747
Antritt	bv_doc_id__12_d4e19749
des	bv_doc_id__12_d4e19751
Amtes	bv_doc_id__12_d4e19753
auf	bv_doc_id__12_d4e19755
die	bv_doc_id__12_d4e19757
Bundesverfassung	bv_doc_id__12_d4e19760
angelobt	bv_doc_id__12_d4e19762
<g/>
.	
Artikel	bv_doc_id__12_d4e19772
103.	bv_doc_id__12_d4e19774
<g/>
(	
1	bv_doc_id__12_d4e19783
<g/>
)	
Im	bv_doc_id__12_d4e19788
Bereiche	bv_doc_id__12_d4e19790
der	bv_doc_id__12_d4e19792
Länder	bv_doc_id__12_d4e19794
wird	bv_doc_id__12_d4e19797
die	bv_doc_id__12_d4e19799
Vollziehung	bv_doc_id__12_d4e19801
des	bv_doc_id__12_d4e19803
Bundes	bv_doc_id__12_d4e19805
<g/>
,	
soweit	bv_doc_id__12_d4e19810
nicht	bv_doc_id__12_d4e19812
eigene	bv_doc_id__12_d4e19814
Bundesbehörden	bv_doc_id__12_d4e19816
bestehen	bv_doc_id__12_d4e19818
<g/>
(	
unmittelbare	bv_doc_id__12_d4e19823
Bundesverwaltung	bv_doc_id__12_d4e19825
<g/>
),	
durch	bv_doc_id__12_d4e19829
den	bv_doc_id__12_d4e19831
Landeshauptmann	bv_doc_id__12_d4e19833
und	bv_doc_id__12_d4e19836
die	bv_doc_id__12_d4e19838
ihm	bv_doc_id__12_d4e19840
unterstellten	bv_doc_id__12_d4e19842
Landesbehörden	bv_doc_id__12_d4e19844
ausgeübt	bv_doc_id__12_d4e19846
<g/>
(	
mittelbare	bv_doc_id__12_d4e19851
Bundesverwaltung	bv_doc_id__12_d4e19853
<g/>
).	
<g/>
(	
2	bv_doc_id__12_d4e19864
<g/>
)	
Folgende	bv_doc_id__12_d4e19869
Angelegenheiten	bv_doc_id__12_d4e19871
können	bv_doc_id__12_d4e19873
im	bv_doc_id__12_d4e19875
Rahmen	bv_doc_id__12_d4e19878
des	bv_doc_id__12_d4e19880
durch	bv_doc_id__12_d4e19882
das	bv_doc_id__12_d4e19884
Bundesverfassungsgesetz	bv_doc_id__12_d4e19886
festgestellten	bv_doc_id__12_d4e19888
Wirkungsbereiches	bv_doc_id__12_d4e19891
unmittelbar	bv_doc_id__12_d4e19893
durch	bv_doc_id__12_d4e19895
Bundesbehörden	bv_doc_id__12_d4e19897
versehen	bv_doc_id__12_d4e19899
werden	bv_doc_id__12_d4e19901
<g/>
:	
Grenzvermarkung	bv_doc_id__12_d4e19906
<g/>
,	
Waren-	bv_doc_id__12_d4e19910
und	bv_doc_id__12_d4e19912
Viehverkehr	bv_doc_id__12_d4e19914
mit	bv_doc_id__12_d4e19917
dem	bv_doc_id__12_d4e19919
Auslande	bv_doc_id__12_d4e19921
<g/>
,	
Monopolwesen	bv_doc_id__12_d4e19925
<g/>
,	
Maß-	bv_doc_id__12_d4e19930
<g/>
,	
Gewichts-	bv_doc_id__12_d4e19934
<g/>
,	
Normen-	bv_doc_id__12_d4e19938
und	bv_doc_id__12_d4e19940
Punzierungswesen	bv_doc_id__12_d4e19943
<g/>
,	
technisches	bv_doc_id__12_d4e19947
Versuchswesen	bv_doc_id__12_d4e19949
<g/>
,	
Justizwesen	bv_doc_id__12_d4e19953
<g/>
,	
Angelegenheiten	bv_doc_id__12_d4e19958
des	bv_doc_id__12_d4e19960
Gewerbes	bv_doc_id__12_d4e19962
und	bv_doc_id__12_d4e19964
der	bv_doc_id__12_d4e19966
Industrie	bv_doc_id__12_d4e19969
<g/>
,	
Patentwesen	bv_doc_id__12_d4e19973
<g/>
,	
Schutz	bv_doc_id__12_d4e19977
von	bv_doc_id__12_d4e19979
Marken	bv_doc_id__12_d4e19982
<g/>
,	
Mustern	bv_doc_id__12_d4e19986
und	bv_doc_id__12_d4e19988
anderen	bv_doc_id__12_d4e19990
Warenbezeichnungen	bv_doc_id__12_d4e19992
<g/>
,	
Ingenieur-	bv_doc_id__12_d4e19997
und	bv_doc_id__12_d4e19999
Ziviltechnikerwesen	bv_doc_id__12_d4e20001
<g/>
,	
Verkehrswesen	bv_doc_id__12_d4e20005
<g/>
,	
Bundesstraßen	bv_doc_id__12_d4e20010
<g/>
,	
Strom-	bv_doc_id__12_d4e20014
und	bv_doc_id__12_d4e20016
Schiffahrtspolizei	bv_doc_id__12_d4e20018
<g/>
,	
Post-	bv_doc_id__12_d4e20023
<g/>
,	
Telegraphen-	bv_doc_id__12_d4e20027
und	bv_doc_id__12_d4e20029
Fernsprechwesen	bv_doc_id__12_d4e20031
<g/>
,	
Bergwesen	bv_doc_id__12_d4e20036
<g/>
,	
Regulierung	bv_doc_id__12_d4e20040
und	bv_doc_id__12_d4e20042
Instandhaltung	bv_doc_id__12_d4e20044
von	bv_doc_id__12_d4e20047
Gewässern	bv_doc_id__12_d4e20049
<g/>
,	
Bau	bv_doc_id__12_d4e20053
und	bv_doc_id__12_d4e20055
Instand¬	bv_doc_id__12_d4e20057
haltung	bv_doc_id__12_d4e20062
von	bv_doc_id__12_d4e20064
Wasserstraßen	bv_doc_id__12_d4e20066
<g/>
,	
hydrographischer	bv_doc_id__12_d4e20070
Dienst	bv_doc_id__12_d4e20073
<g/>
,	
Vermessungswesen	bv_doc_id__12_d4e20077
<g/>
,	
Arbeiterrecht	bv_doc_id__12_d4e20081
<g/>
,	
Arbeiter-	bv_doc_id__12_d4e20086
und	bv_doc_id__12_d4e20088
Angestelltenschutz	bv_doc_id__12_d4e20090
<g/>
,	
Sozialversicherungswesen	bv_doc_id__12_d4e20094
<g/>
,	
Denkmalschutz	bv_doc_id__12_d4e20099
<g/>
,	
Bundespolizei	bv_doc_id__12_d4e20103
<g/>
,	
Bundesgendarmerie	bv_doc_id__12_d4e20107
<g/>
,	
militärische	bv_doc_id__12_d4e20112
Angelegenheiten	bv_doc_id__12_d4e20114
<g/>
,	
Fürsorge	bv_doc_id__12_d4e20118
für	bv_doc_id__12_d4e20120
Kriegsteilnehmer	bv_doc_id__12_d4e20122
und	bv_doc_id__12_d4e20125
deren	bv_doc_id__12_d4e20127
Hinterbliebene	bv_doc_id__12_d4e20129
<g/>
,	
Schul-	bv_doc_id__12_d4e20133
<g/>
,	
Erziehungs-	bv_doc_id__12_d4e20138
und	bv_doc_id__12_d4e20140
Volksbildungswesen	bv_doc_id__12_d4e20142
<g/>
.	
<g/>
(	
3	bv_doc_id__12_d4e20153
<g/>
)	
Dem	bv_doc_id__12_d4e20158
Bunde	bv_doc_id__12_d4e20160
bleibt	bv_doc_id__12_d4e20162
es	bv_doc_id__12_d4e20164
vorbehalten	bv_doc_id__12_d4e20167
<g/>
,	
auch	bv_doc_id__12_d4e20171
in	bv_doc_id__12_d4e20173
den	bv_doc_id__12_d4e20175
im	bv_doc_id__12_d4e20177
Absatz	bv_doc_id__12_d4e20180
2	bv_doc_id__12_d4e20182
aufgezählten	bv_doc_id__12_d4e20184
Angelegenheiten	bv_doc_id__12_d4e20186
den	bv_doc_id__12_d4e20188
Landeshauptmann	bv_doc_id__12_d4e20190
mit	bv_doc_id__12_d4e20193
der	bv_doc_id__12_d4e20195
Vollziehung	bv_doc_id__12_d4e20197
des	bv_doc_id__12_d4e20199
Bundes	bv_doc_id__12_d4e20201
zu	bv_doc_id__12_d4e20203
beauftragen	bv_doc_id__12_d4e20206
<g/>
.	
<g/>
(	
4	bv_doc_id__12_d4e20217
<g/>
)	
Die	bv_doc_id__12_d4e20222
Errichtung	bv_doc_id__12_d4e20224
von	bv_doc_id__12_d4e20226
eigenen	bv_doc_id__12_d4e20228
Bundesbehörden	bv_doc_id__12_d4e20231
für	bv_doc_id__12_d4e20233
andere	bv_doc_id__12_d4e20235
als	bv_doc_id__12_d4e20237
die	bv_doc_id__12_d4e20239
im	bv_doc_id__12_d4e20241
Absatz	bv_doc_id__12_d4e20244
2	bv_doc_id__12_d4e20246
bezeichneten	bv_doc_id__12_d4e20248
Angelegenheiten	bv_doc_id__12_d4e20250
kann	bv_doc_id__12_d4e20252
nur	bv_doc_id__12_d4e20254
mit	bv_doc_id__12_d4e20257
Zustimmung	bv_doc_id__12_d4e20259
der	bv_doc_id__12_d4e20261
beteiligten	bv_doc_id__12_d4e20263
Länder	bv_doc_id__12_d4e20265
erfolgen	bv_doc_id__12_d4e20267
<g/>
.	
<g/>
(	
5	bv_doc_id__12_d4e20280
<g/>
)	
Inwieweit	bv_doc_id__12_d4e20285
die	bv_doc_id__12_d4e20287
Landeshauptmänner	bv_doc_id__12_d4e20289
über	bv_doc_id__12_d4e20291
die	bv_doc_id__12_d4e20294
Bundespolizei	bv_doc_id__12_d4e20296
und	bv_doc_id__12_d4e20298
die	bv_doc_id__12_d4e20300
Bundesgendarmerie	bv_doc_id__12_d4e20302
verfügen	bv_doc_id__12_d4e20304
<g/>
,	
wird	bv_doc_id__12_d4e20309
durch	bv_doc_id__12_d4e20311
das	bv_doc_id__12_d4e20313
im	bv_doc_id__12_d4e20315
Artikel	bv_doc_id__12_d4e20317
121	bv_doc_id__12_d4e20320
<g/>
,	
Absatz	bv_doc_id__12_d4e20324
1	bv_doc_id__12_d4e20326
<g/>
,	
bezeichnete	bv_doc_id__12_d4e20330
Bundesgesetz	bv_doc_id__12_d4e20333
geregelt	bv_doc_id__12_d4e20335
<g/>
.	
Artikel	bv_doc_id__12_d4e20345
104.	bv_doc_id__12_d4e20347
In	bv_doc_id__12_d4e20352
den	bv_doc_id__12_d4e20354
Angelegenheiten	bv_doc_id__12_d4e20356
der	bv_doc_id__12_d4e20358
mittelbaren	bv_doc_id__12_d4e20360
Bundesverwaltung	bv_doc_id__12_d4e20363
ist	bv_doc_id__12_d4e20365
der	bv_doc_id__12_d4e20367
Landeshauptmann	bv_doc_id__12_d4e20369
an	bv_doc_id__12_d4e20371
die	bv_doc_id__12_d4e20373
Weisungen	bv_doc_id__12_d4e20376
der	bv_doc_id__12_d4e20378
Bundesregierung	bv_doc_id__12_d4e20380
sowie	bv_doc_id__12_d4e20382
der	bv_doc_id__12_d4e20384
einzelnen	bv_doc_id__12_d4e20386
Bundesministerien	bv_doc_id__12_d4e20389
gebunden	bv_doc_id__12_d4e20391
<g/>
;	
der	bv_doc_id__12_d4e20395
administrative	bv_doc_id__12_d4e20397
Instanzenzug	bv_doc_id__12_d4e20399
geht	bv_doc_id__12_d4e20402
in	bv_doc_id__12_d4e20404
diesen	bv_doc_id__12_d4e20406
Angelegenheiten	bv_doc_id__12_d4e20408
—	bv_doc_id__12_d4e20410
wenn	bv_doc_id__12_d4e20412
nicht	bv_doc_id__12_d4e20415
durch	bv_doc_id__12_d4e20417
Bundesgesetz	bv_doc_id__12_d4e20419
ausdrücklich	bv_doc_id__12_d4e20421
anders	bv_doc_id__12_d4e20423
bestimmt	bv_doc_id__12_d4e20425
ist	bv_doc_id__12_d4e20428
—	bv_doc_id__12_d4e20430
bis	bv_doc_id__12_d4e20432
zu	bv_doc_id__12_d4e20434
den	bv_doc_id__12_d4e20436
zuständigen	bv_doc_id__12_d4e20438
Bundesministerien	bv_doc_id__12_d4e20441
<g/>
.	
Artikel	bv_doc_id__12_d4e20451
105.	bv_doc_id__12_d4e20453
Die	bv_doc_id__12_d4e20458
Bestimmungen	bv_doc_id__12_d4e20460
des	bv_doc_id__12_d4e20462
Artikels	bv_doc_id__12_d4e20464
103	bv_doc_id__12_d4e20466
sind	bv_doc_id__12_d4e20469
auf	bv_doc_id__12_d4e20471
Einrichtungen	bv_doc_id__12_d4e20473
zur	bv_doc_id__12_d4e20475
Besorgung	bv_doc_id__12_d4e20477
der	bv_doc_id__12_d4e20479
